status,giftCardId,merchantName,giftCardTitle,verificationStatus,categorySlug,occasionSlug,relevance,ruleId,evidenceSurface,evidenceSnippet,officialUrl,reason,actionId
REVIEW,cmta4y9db000bsciyg566bd57,Barbopoulos,"Gift card - Barbopoulos store, Chania",VERIFIED,fashion,for-him,80,official-for-him-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,λτσεςδειτε ολα τα γυναικεια εσωρουχαανδρικαμποξερσλιπφανελεςκαλτσεςδειτε ολα τα ανδρικα εσωρουχααγορισλιπμποξερφανελεςκοριτσισλιπ μποξερφανελεςσουτιενειδη παρελασηςγια κοριτσιγια αγορισχετικα με εμαςδωροεπιταγηιστορικοπρογραμμα συμμετεχω καλαθι0englishenglishtoggle navigationαρχικηανδρικαμπλουζεςπαντελονια,https://www.barbopoulos.gr/product/gift-card-barbopoulos/?srsltid=AfmBOorAqLtZNbTUv_YfKZX5JtDaTXCaoc6q5YwvyP7gLznz8dBJzqnc,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta4ymbf001rsciyxe7d8lyq,Karfitsomenos Gatos,Karfitsomenos Gatos Gift Card,VERIFIED,kids-baby,for-kids,80,official-for-kids-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,τερα δωρο για τη γεννηση δωρο για τη βαπτιση δωρο για τα γενεθλια αποκτηστε μια δωροκαρτα κεντηστε ενα ονομα φραση νεα προιονtα βρεφικη μπουρνουζοπετσετα απο βαμβακι oeko tex με ballerinas print υφασματινο παιδικο σακ βουαγιαζ με ballerinas print βαμβακερα προστατευτικα ζωνης ασφαλειας 2 οψεω,https://karfitsomenosgatos.gr/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta4yr0v002bsciy3uqdyifr,Lanuit,Gift Cards - La Nuit,VERIFIED,fashion,for-her,80,official-for-her-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,νομηση κατα τιμη χαμηλη προς υψηληταξινομηση κατα τιμη υψηλη προς χαμηλη επιλογηgift cardsgifts for hermystery boxslipsslips plus sizex mas timemystery box lovee 30 00 επιλογηgift cardsgifts for hermystery boxκορμακια plus sizeκορμακια plus sizemystery box sexy promise 40 00 πρ,https://lanuit.gr/product-category/gift-cards/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta4z5vh0041sciye1uhquaq,Uba,Uba Gift Card,VERIFIED,fashion,for-her,80,official-for-her-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,ριποιηση σωματοσdry oilsbody mistsbody lotionλαδια μασαζαξεσουαρκαπελαscrunchiesδωροκαρταχονδρικηtoggle navigationγυναικεια αθλητικη ενδυσηκορμακι ολοσωμοολοσωμες φορμεςπανωφοριασετ κολαν μπουστακισετ κο,https://www.uba.gr/product/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta5nr07001154iydfgb6an6,Lazoptics,Uncategorized Δωροκάρτα | Οπτικά Laz Optics Πειραιάς,VERIFIED,fashion,for-her,80,official-for-her-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,engfrhτηλεφωνο επικοινωνιας 210 45 27 225 αναζητηση προιοντων 0 00 0 cart αρχικηgift cardsδωροκαρταυπολοιπο δωροκαρταςγυαλια ηλιουγυναικεια ηλιουανδρικα ηλιουπαιδικα ηλιουγυαλια ορασεωςγυναικεια ορασεωςανδρικα ορασεωςπαιδικα ορασεωςφακοι επαφηςυγρα φακων επαφηςαξεσουαραλυσι,https://lazoptics.gr/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta5nr07001154iydfgb6an6,Lazoptics,Uncategorized Δωροκάρτα | Οπτικά Laz Optics Πειραιάς,VERIFIED,fashion,for-him,80,official-for-him-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,engfrhτηλεφωνο επικοινωνιας 210 45 27 225 αναζητηση προιοντων 0 00 0 cart αρχικηgift cardsδωροκαρταυπολοιπο δωροκαρταςγυαλια ηλιουγυναικεια ηλιουανδρικα ηλιουπαιδικα ηλιουγυαλια ορασεωςγυναικεια ορασεωςανδρικα ορασεωςπαιδικα ορασεωςφακοι επαφηςυγρα φακων επαφηςαξεσουαραλυσιδες γυαλιωνθηκε,https://lazoptics.gr/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta5nwz8001x54iybk0fzt5z,Purity Vision COM,Purity Vision COM Gift Card,VERIFIED,beauty,for-her,80,official-for-her-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,ποτα λαδι καρυδας βουτυρο καριτε ανθονερα καφες δωρα ιδεες για δωρα για εκεινον για εκεινη για τη μαμα για τη γιαγια για φιλο κατω απο 10 eur δωρα για δασκαλο κατω απο 20 eur κατω απο 40 eur κατω απο 80 eur δωροεπιταγες φυσικα δωροκουπονια ηλεκτρονικα δωροκουπονια σετ αξιας σετ δωρων σετ δωρων σετ ,https://www.purityvision.gr/products/gift-card-60-eur,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62hqq000f94iyv9s6defo,Fluffyhugs,Δωροκάρτα,VERIFIED,kids-baby,new-baby,80,official-new-baby-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,ταστημα 0 καλαθι κανενα προιον στο καλαθι σας επιστροφη στο καταστημα καταστημα baby gifts more giftcard προσθεσε στην wishlist δωροκαρτα 20 00 200 00 price range 20 00 through 200 00 ποσο δωροκαρτας καντε μια επιλογη20 50 70 100 150 200 20 50 70 100 150 200 εκκαθαριση προς διαχ,https://fluffyhugs.gr/product/giftcard/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62m9i001394iyhpjrq5xk,Leparfum,Leparfum Gift Card,VERIFIED,beauty,for-her,80,official-for-her-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,n beauty cosmetics makeup face eyes lip gifts gothic fantasy vintage tree of life gift card homenew entriesperfumes fragrances for womenal haramain oriental perfumesfragrances for menelegants fragrancesniche perfumes,https://leparfum.com.gr/en/module/afgiftvoucher/default,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62m9i001394iyhpjrq5xk,Leparfum,Leparfum Gift Card,VERIFIED,beauty,for-him,80,official-for-him-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,n beauty cosmetics makeup face eyes lip gifts gothic fantasy vintage tree of life gift card homenew entriesperfumes fragrances for womenal haramain oriental perfumesfragrances for menelegants fragrancesniche perfumesluxury perfumesmusklayered perfumesarabian perf,https://leparfum.com.gr/en/module/afgiftvoucher/default,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6uijf000p3giy2w2ofsxh,Black Swan LBS,Black Swan LBS Gift Card,VERIFIED,beauty,for-her,80,official-for-her-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,lifestyle accessories κοσμηματα4 νεσερερ1 διακοσμητικα βαζα8 κουπες4 gifts δωρα για εκεινην4 δωρα για εκεινον4 δωρα για το παιδι28 εποχιακα χριστουγεννα22 πασχαλινα7 vegan φυτικα ελαια εισοδος εγγραφη δωροκαρτα δωροκαρτα δωροκαρτα δωρεαν μεταφορικα δωρεαν μεταφορικα για ποσα ανω των 49 ευρ,https://www.blackswan-lbs.gr/index.php?route=product/product&product_id=849,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6uijf000p3giy2w2ofsxh,Black Swan LBS,Black Swan LBS Gift Card,VERIFIED,beauty,for-him,80,official-for-him-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,ies κοσμηματα4 νεσερερ1 διακοσμητικα βαζα8 κουπες4 gifts δωρα για εκεινην4 δωρα για εκεινον4 δωρα για το παιδι28 εποχιακα χριστουγεννα22 πασχαλινα7 vegan φυτικα ελαια εισοδος εγγραφη δωροκαρτα δωροκαρτα δωροκαρτα δωρεαν μεταφορικα δωρεαν μεταφορικα για ποσα ανω των 49 ευρω διαθεσιμοτητα αμεσ,https://www.blackswan-lbs.gr/index.php?route=product/product&product_id=849,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6uux3002i3giypec585z9,Lavalmore,Δωροκάρτα,VERIFIED,fashion,for-her,80,official-for-her-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY, ποσοτητα προσθηκη 3 ατοκες δοσεις των 6 67 μεσω klarna κωδικος προιοντος laval giftcard κατηγοριες δωροκαρτα lavalmore blue monday sales galentine s day δωρα για γυναικες χριστουγεννιατικα δωρα valentine s essentials μαρκα lavalmore περιγραφη δωροκαρ,https://lavalmore.gr/categories/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6uyyo00343giydgpq1m37,Olia,Δωροκάρτα,VERIFIED,fashion,for-him,80,official-for-him-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,ες σπιτιου τσαντες πορτοφολια σακιδια πλατης τσαντες ωμου χειρος τσαντες χιαστι δωροκαρτα ανδρικα αναζητηση login register 0 items 0 00 υποστηριξη αναζητηση 0 items 0 00 αρχικη ,https://www.olia.com.gr/product/dorokarta/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6v334003q3giysxf9hqnj,Smarten,Δωροκάρτα,VERIFIED,jewelry-watches,for-him,80,official-for-him-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,est sellersβραχιολιαδαχτυλιδιασκουλαρικιακολιεμενταγιονσταυροιαλυσιδεςκαρφιτσες δωροκαρτα ανδρικα βραχιολιαδαχτυλιδιακολιεμανικετοκουμπασταυροιαλυσιδεςδιαφορα παιδικα βραχιολιακ,https://www.smarten.gr/katigoria/dorokarta/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb77h85002vdkiyrade1jng,Pentavras Kes,Αγοράστε μία Δωροεπιταγή,VERIFIED,fashion,for-her,80,official-for-her-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,κες τσαντες αξεσουαρ βραχιολια κολιε σκουλαρικια δαχτυλιδια πορτοφολια πασμινες γυναικειες καλτσες ανδρικες καλτσες ρουχα παιδικα sales pentavras gift card 0 0 0 προιον τα 0 00 0 το καλαθι αγορων ειναι αδειο login register 0 0 o λογαρι,https://www.pentavras-kes.gr/account/voucher,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb77j2x0035dkiyogo2a953,s Αρχεία,Gift Cards Αρχεία,VERIFIED,kids-baby,new-baby,80,official-new-baby-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY, αλλαγης μαιευτηριου πολυθρονες θηλασμου νεσεσερ τσαντες χειρος δωρακια δωρακια νεογεννητου μαιευτηριου δωρακια βαπτισης ευχετηριες καρτες milestone αναμνηστικα για τη μαμα για τον μπαμπα gift cards lanyards rockin sales search gift cards close filters φιλτρα φιλτρα τιμη κατασ,https://www.rocksugarbaby.gr/product-category/dorakia/gift-cards/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb77kk9003ddkiyhamgukvo,SUN ΦΛΕΡΤ,SUN ΦΛΕΡΤ - Gift Card,VERIFIED,fashion,for-her,80,official-for-her-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,ny nowness and timelessness the known and the unknown minimalism and maximalism for women and men that stand for a world full of sun and flirt instagram facebook quick links homeaboutshopgift cardblogcontact help info shipping returns payment methods contact us faqs contact u,https://sunflirt.gr/product/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb77mdy003mdkiy52m5hkpz,Tokopeli,Δωροκάρτα,VERIFIED,kids-baby,for-kids,80,official-for-kids-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,αιδικα παιχνιδια 2 4 ετων παιδικα παιχνιδια 4 6 ετων παιδικα παιχνιδια 6 9 ετων παιδικα παιχνιδια 9 12 ετων παιχνιδια 12 ετων ανω παιχνιδια βρεφικα φαγητο αξεσουαρ διακοσμηση βιβλια 0 home δωροκαρτα δωροκαρτα δωροκαρτα 0 αξιολογησεις γραψτε μια αξιολογηση 0 00 χωρις φπα 0 00 διαθεσιμοτητ,https://www.tokopeli.gr/voucher,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb77mdy003mdkiy52m5hkpz,Tokopeli,Δωροκάρτα,VERIFIED,kids-baby,new-baby,80,official-new-baby-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY, παιχνιδια 6 9 ετων παιδικα παιχνιδια 9 12 ετων παιχνιδια 12 ετων ανω παιχνιδια βρεφικα φαγητο αξεσουαρ διακοσμηση βιβλια 0 home δωροκαρτα δωροκαρτα δωροκαρτα 0 αξιολογησεις γραψτε μια αξιολογηση 0 00 χωρις φπα 0 00 διαθεσιμοτητα διαθεσιμ,https://www.tokopeli.gr/voucher,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb77ni3003sdkiyl9m6uyo5,Tresjoli,Αγοράστε μία Δωροεπιταγή,VERIFIED,kids-baby,for-kids,80,official-for-kids-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,λικααδιαβροχα γαλοτσες ομπρελεςκασετινεςσακιδιο προπονησης κολυμβητηριου τσαντα παιδικου νηπιαγωγειουφαγητο ισοθερμικες τσαντες δοχειαπαγουρια θερμοςφαγητοδοχεια για microwave αρχικηo λογαριασμος μουαγορα δωροεπιταγηςσυνδεσηεγγραφηαπωλεια κωδικουο λογαριασμος μουβιβλιο διευθυνσεωνλιστα επιθυμιωνιστορικο παραγγελιωνλη,https://www.tresjoli.gr/index.php/?route=account/voucher,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb78f6y007mdkiyuykz63vg,Thiamia,Thiamia Gift Card,VERIFIED,kids-baby,new-baby,80,official-new-baby-explicit-v1:official_body_proximity,OFFICIAL_BODY_PROXIMITY,ree shipping over 70 within greecefree shipping over 70 within greece home shop gift card contact search for trending muslinsgift setsnewborn setsaccessoriestoysteething 0 open cart open account details clothing bodysuits,https://thiamia.gr/en/product-category/shop/giftcard/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
