giftCardId,merchantName,giftCardTitle,verificationStatus,officialUrl,requestedUrlCanonical,finalUrl,sameRegistrableDomain,status,ok,contentHash,title,description,h1,h2h3,products,error
cmta1f7sv001hq8iy1icrtpiv,Tziouti-alexandra,Δώρο Επιταγή,VERIFIED,http://tziouti-alexandra.gr/,http://tziouti-alexandra.gr/,https://tziouti-alexandra.gr/,true,200,true,08b6aab25decb65007e18b81c528ffdfb6d3911fe895b83108bce9cdcfe7a4fe,Αρχική - Αλεξάνδρα Τζιούτη,Καλλιτεχνική Δημιουργία Τζιούτη Αλεξάνδρα ΤΑ ΠΡΟΪΟΝΤΑ ΜΑΣ Στο κατάστημα μας θα βρείτε Υπέροχες Δημιουργίες,,"Η ιστορία της εταιρείας μας | Τα Τελευταία Προϊόντα | Νέες Προσθήκες | Χειροποίητο πορτοφολακι με ποντικάκι | Χειροποίητη τσάντα με μεταξωτό μαντήλι | Κολιέ με το σύμβολο του απείρου από ασήμι 925 | Ασημένιο κολιέ ματάκι 925 | Κολιέ λουλούδι από ασήμι 925 | Ασημένιο κολιέ με το δέντρο της ζωής 925 | Ασημένιο κολιε ξίφος 925 | Ασημένιο κολιε φτερό 925 | Ανακαλύψτε μοναδικές τιμές | Προσφορές | Χειροποίητη τσάντα πολυτελής | Κούκλα | - Κολιέ, δαχτυλίδια & σκουλαρίκια | - Κολιέ, δαχτυλίδια & σκουλαρίκια",,
cmta1f888001jq8iyip6oud9c,Theodorou.Shop,e-Δωροκάρτα | 300,NEEDS_REVIEW,https://theodorou.shop/edorokarta,https://theodorou.shop/edorokarta,https://theodorou.shop/edorokarta,true,200,true,c2eeda0b5a3cc8e616c18fd586b4e4feba2b663fa1edab26a79a648c1258ffb5,e-Δωροκάρτα | Θεοδώρου,"Ψάχνετε για δώρο και προβληματίζεστε;Αγοράστε μια δωροκάρτα από τα Δερμάτινα Θεοδώρου, που σας δίνουν την δυνατότητα να κάνετε το πιο ωραίο (και εύκολο) δώρο.Θα αποσταλεί μέσω ηλεκτρονικού ταχυδρομίου ή SMS στους αγαπημένους σας, εύκολα, γρήγορα και χωρίς καμία καθυστέρηση σε λίγα μόλις λεπτά.Γιορτάστε μαζί τους μια από τις πιο ευτυχισμένες σας στιγμές, με μια δωροκαρτα από τα Δερμάτινα Θεοδώρου.",e-Δωροκάρτα | ΠΑΡΑΓΓΕΛΙΕΣ& ΣΑΒΒΑΤΟΚΥΡΙΑΚΟ,e-Δωροκάρτα | 300€ | e-Δωροκάρτα | 200€ | e-Δωροκάρτα | 150€ | e-Δωροκάρτα | 100€ | e-Δωροκάρτα | 90€ | e-Δωροκάρτα | 70€ | e-Δωροκάρτα | 50€ | e-Δωροκάρτα | 40€ | e-Δωροκάρτα | 30€ | e-Δωροκάρτα | 25€ | Επικοινωνήστε μαζί μας | ΑΣΦΑΛΕΙΣ ΠΛΗΡΩΜΕΣ | Αναζήτηση Αποστολής | ΜΕΙΝΕΤΕ ΣΥΝΔΕΔΕΜΕΝΟΙ,,
cmta1f8o2001lq8iy7sedywm0,Greenpeace,Δωροκάρτα,NEEDS_REVIEW,https://eshop.greenpeacegreece.org/product/dwrokarta/,https://eshop.greenpeacegreece.org/product/dwrokarta,https://eshop.greenpeacegreece.org/product/dwrokarta/,true,200,true,0b1d611062f99d44cd8ef5a3b00b90624a6865f0a247dd44232b4659bc9e22e0,Δωροκάρτα - Greenpeace Greece,"Δώσε στους αγαπημένους σου την επιλογή να διαλέξουν μόνοι τους τα προϊόντα που τους ταιριάζουν, όπου και αν βρίσκεσαι, όπου και αν βρίσκονται! Με τις δωροκάρτες Greenpeace, οι αγαπημένοι σου μπορούν να επιλέξουν βιώσιμα και πρακτικά δώρα, όπως τσαντάκια φτιαγμένα από τα banner μας, θερμός, t-shirts ή συλλεκτικές αφίσες, και να έχουν έτσι πάντα ένα [...]",Δωροκάρτα,Δωροκάρτα€,"Product: Δωροκάρτα Δώσε στους αγαπημένους σου την επιλογή να διαλέξουν μόνοι τους τα προϊόντα που τους ταιριάζουν, όπου και αν βρίσκεσαι, όπου και αν βρίσκονται! Με τις δωροκάρτες Greenpeace, οι αγαπημένοι σου μπορούν να επιλέξουν βιώσιμα και πρακτικά δώρα, όπως τσαντάκια φτιαγμένα από τα banner μας, θερμός, t-shirts ή συλλεκτικές αφίσες, και να έχουν έτσι πάντα ένα κομμάτι της Greenpeace μαζί τους! Τα βήματα είναι απλά και γρήγορα: Επίλεξε το χρηματικό ποσό που επιθυμείς: 30€ ή 60€. Συμπλήρωσε το email του παραλήπτη, γράψε ένα προσωπικό ευχετήριο μήνυμα και πρόσθεσε τη δωροκάρτα στο καλάθι αγορών. Ολοκληρώνοντας την παραγγελία, το αγαπημένο σου πρόσωπο θα λάβει αμέσως το email με το δώρο του! Ισχύει για όλα τα προϊόντα του e-shop της Greenpeace για 6 μήνες. Ο παραλήπτης μπορεί να κάνει την εξαργύρωση οποιαδήποτε στιγμή επιθυμεί μέσα σε αυτό το χρονικό διάστημα. Σας προτρέπουμε να ενημερώσετε τον παραλήπτη να κοιτάει τον φάκελο spam! To αυτόματο email της δωροκάρτας του μπορεί να πάει εκεί.",
cmta1f957001nq8iyxp1qe8ac,Ehunter,Δωροκάρτα Ehunter,NEEDS_REVIEW,https://www.ehunter.gr/dorokarta-c-1702.html,https://ehunter.gr/dorokarta-c-1702.html,https://www.ehunter.gr/dorokarta-c-1702.html,true,200,true,0cd2d7a6111c5fbec4c33a8a5d6464db163698383b6a6eae5432cb583c78baf1,Δωροκάρτες - EHUNTER,Χάρισε την απόλυτη ελευθερία επιλογής!Με τη δωροκάρτα μας δεν χρειάζεται να ανησυχείς αν θα διαλέξεις το σωστό δώρο. Εσύ ορίζεις το ποσό και ο παραλήπτης...,Δωροκάρτες,Δωροκάρτα Ehunter,,
cmta1f9l4001pq8iyfg0m4wfa,ThinkFit.gr,Δωροκάρτα Think Gift,NEEDS_REVIEW,https://thinkfit.gr/product/giftcard/,https://thinkfit.gr/product/giftcard,https://thinkfit.gr/product/giftcard/,true,202,true,8235cb62416744b7ab1489c552147add22743855c464a1d9e6ed0f19d8bf2c7c,,,,,,
cmta1fa1z001rq8iyz9bikmb5,DigiShark,Δωροκάρτα 25,NEEDS_REVIEW,https://digishark.gr/product/giftcard26/,https://digishark.gr/product/giftcard26,https://digishark.gr/product/giftcard26/,true,200,true,44f9bb0a90878e00e44e54409f36e856f9b37b8d944aacc38e0a23a219e9ee4f,Δωροκάρτα - DigiShark,Δωροκάρτα - DigiShark,Δωροκάρτα,Shopping cart,Product: Δωροκάρτα Η δωροκάρτα Digishark είναι ένα δώρο που ο καθένας θα χαιρόταν να λάβει! Προμηθεύσου τη σήμερα ηλεκτρονικά ακολουθώντας τα παρακάτω βήματα και άφησε τον παραλήπτη του δώρου σου να επιλέξει ανάμεσα σε περισσότερα από 20.000 προϊόντα και υπηρεσίες ! *Αποστέλλεται μέσω e-mail *Η εξαργύρωση πραγματοποιείται αποκλειστικά και μόνο στο Ηλεκτρονικό κατάστημα της Digishark. *Η δωροκάρτα ισχύει για αόριστο χρονικό διάστημα . *Η εξαργύρωση της δωροκάρτας αφορά αποκλειστικά και μόνο σε υπηρεσίες και προϊόντα Digishark και δεν μπορεί να πραγματοποιηθεί επιστροφή χρημάτων.,
cmta1fahw001tq8iy1xha6nv0,Toys and Gifts,100 Χάρισε μια δωροκάρτα 100 ευρώ,VERIFIED,https://www.toysandgifts.gr/,https://toysandgifts.gr/,,,,false,,,,,,,FETCH_FAILED
cmta1faxg001vq8iy39nw940w,Mentzos,Mentzos Gift Card,NEEDS_REVIEW,https://www.mentzos.gr/products/gift-card,https://mentzos.gr/products/gift-card,https://www.mentzos.gr/products/gift-card,true,200,true,74c9ab8b1a5dd731184b0981da4bf9a9756e13656790a5e1bbf86556a15008f6,Gift Card,,Gift Card,Κατηγορίες | Gift Card | Gift Card | Gift Card | Gift Card | Gift Card,,
cmta1fbd9001xq8iy16jadarj,Babydream,BABYDREAM ΔΩΡΟΕΠΙΤΑΓΗ 300,VERIFIED,https://www.babydream.gr/,https://babydream.gr/,https://www.babydream.gr/,true,403,false,3e1da74212f257979a4ad220916e1916e098d77186a7e66cd0914936102e85b1,Just a moment...,,,,,HTTP_403
cmta1fc87001zq8iyhzmjutaj,Mastorino,Δωροκάρτα Next Systems,VERIFIED,https://mastorino.gr/,https://mastorino.gr/,https://mastorino.gr/,true,200,true,349da777e13ee0afaeaa59dbba876c990f14763e0f225d706810fc41c3b620ee,"Mastorino.gr | Εργαλεία, Υλικά & Λύσεις για Κάθε Κατασκευή","Στο Mastorino.gr θα βρείτε εργαλεία, χρώματα, υδραυλικά, ηλεκτρολογικά και είδη κατασκευής για το σπίτι και τον επαγγελματία. Άμεση εξυπηρέτηση, αξιόπιστες επιλογές και προϊόντα που καλύπτουν κάθε εργασία, ανακαίνιση ή τεχνική ανάγκη.",,,,
cmta1fcvq0021q8iyp94dnc3i,Kiddo World,Kiddo World Gift Card,VERIFIED,https://kiddoworld.gr/,https://kiddoworld.gr/,https://kiddoworld.gr/,true,200,true,382d9e5715e7d1f8e20620953c658daf76d60e39b01ef05d3ae223ad18f18fd5,Βρεφικά & Παιδικά Είδη | Kiddo World για μοναδικές στιγμές,Ανακαλύψτε ρούχα και αξεσουάρ στο Kiddo World. Κάντε την επιλογή σας σήμερα για την καλύτερη εμπειρία στην Ελλάδα!,,Πλεξούδα Αγοριού | Πιάτο Φαγητού | Φούτερ Μακρυμάνικο | Υπνόσακος Flowers | Φούτερ Blonde | Χειροποίητο Μαξιλάρι Θηλασμού | Voksi Ποδόσακος | Ρηλάξ Cavoe | Πλεξούδα Ροζ | Μπουρνουζοπετσέτα | Σετ Σεντόνια | Παπλωματοθήκη | Τι Λένε για μας...,,
cmta1fdif0023q8iyiy7dqia1,StefanouMarine,ΔΩΡΟΚΑΡΤΑ STEFANOU MARINE,VERIFIED,https://www.stefanoumarine.net/,https://stefanoumarine.net/,https://stefanoumarine.com/el-gr,false,200,true,b14388c377f7b2810933ab29d39ce48028637fe0d40381c8227d2e5b89c4e4ef,"Stefanou Marine – Ναυτιλιακά Είδη, Εξοπλισμός Σκαφών & Marine Solution – STEFANOUMARINE","Stefanou Marine: Από το 1936 στην Πειραιώτικη ναυτιλία. Εξοπλισμός σκαφών, άγκυρες, αλυσίδες, ηλεκτρολογικά, εξαρτήματα inox και χιλιάδες άμεσα διαθέσιμα προϊόντα. Παράδοση αυθημερόν εντός Αττικής και τεχνική υποστήριξη από ειδικούς.",Η τοποθεσία του καταστήματός,Το καλάθι σας είναι άδειο | Το καλάθι σας | Μερικό σύνολο | 🛠️Εξειδικευμένη βοήθεια πριν & μετά την αγορά - 🧭 50 χρόνια κορυφαίας αξιοπιστίας & τεχνογνωσίας | Νέα Προϊόντα | Βυθόμετρα Lowrance | Ηλεκτρική Εξωλέμβια eLite 1.5 hp | Δέστρες - Κουπαστές - Λαβές | H StefanouMarine ξέρει... | Εγγραφείτε στο newsletter Ενημερωθείτε άμεσα για τις προσφορές και νέα προϊόντα!,,
cmta1fdz30025q8iyjgn4n03r,O-Biotique,O-Biotique Gift Card,NEEDS_REVIEW,https://obiotique.com/el/products/o-biotique-gift-card,https://obiotique.com/el/products/o-biotique-gift-card,https://obiotique.com/el/products/o-biotique-gift-card,true,200,true,80444519584a34c25785b94c64464c87dd67e9fe7fdb72327e937dab82365545,O-Biotique Gift Card - OBIOTIQUE – O-BIOTIQUE,Give the gift of longevity with an O-Biotique e-Gift Card. This electronic gift card allows your -OBIOTIQUE,Ελεκτρονική Δωροκάρτα O-Biotique,ΕΠΙΣΚΕΦΘΕΙΤΕ ΤΟ ΚΑΤΑΣΤΗΜΑ ΜΑΣ | ΠΡΟΓΡΑΜΜΑ ΠΡΟΝΟΜΙΩΝ | ΔΩΡΟΚΑΡΤΑ | ΕΞΥΠΗΡΕΤΗΣΗ ΠΕΛΑΤΩΝ | ΕΤΑΙΡΕΙΑ | Δεχόμαστε | Get in touch | Follow Us on Instagram,"Product: Ελεκτρονική Δωροκάρτα O-Biotique - 10,00 € | Product: Ελεκτρονική Δωροκάρτα O-Biotique - 25,00 € | Product: Ελεκτρονική Δωροκάρτα O-Biotique - 50,00 € | Product: Ελεκτρονική Δωροκάρτα O-Biotique - 100,00 €",
cmta1feem0027q8iy70t8vano,AngryNerd,Δωροκάρτα,VERIFIED,https://angrynerd.gr/,https://angrynerd.gr/,https://angrynerd.gr/,true,200,true,ef48410b310cc64fd1bc2d5505469d58788174bb4f34ec2d6a2fa45b3c0fbacb,Angrynerd.gr – Παιχνίδια-Συλλεκτικά-Merchandise,,,Monster High by Loungefly Bag Charm Bat Assortment (15) | Dumb & Dumber by Loungefly Mini Backpack Mutts Cutts | Lilo & Stitch by Loungefly Wallet Halloween Candy | Darkwing Duck by Loungefly Wallet | Mickey & Minnie by Loungefly Cardholder Ghost | Wicked | Movies | Marvel | League Of Legends | Dungeons & Dragons | DC Comics | Chucky (Child´s Play) | Formula 1 Hot Wheels Premium Die-Cast Vehicle 1/64 Team Ferrari: Driver 1 | Ultimate Guard Card Case Magnetic – 35 pt | Ultimate Guard Supreme Sleeves for Board Game Cards Square (50) | Δωροκάρτα | Masters of the Universe x ThunderCats Action Figure Tygra 14 cm | angrynerd_gr | Είπαν για εμάς,,
cmta1feu80029q8iy3p7bdse4,skakistikokentro.com,Δωροεπιταγή αξίας 50 ευρώ,VERIFIED,https://skakistikokentro.com/shop,https://skakistikokentro.com/shop,https://skakistikokentro.com/shop/,true,200,true,d2c0f4b919ef7d765ac9f33fd58daa33c659070cc584d95b3cc448a9ac23dc1c,Σκακιστικό κέντρο Ελλάδος,Σκακιστικό κέντρο Ελλάδος,,,,
cmta1ffa4002bq8iy5k6w34t1,Shopdali,DA|LI Gift Card 50,NEEDS_REVIEW,https://shopdali.gr/products/littles-gift-card-100,https://shopdali.gr/products/littles-gift-card-100,https://shopdali.gr/products/littles-gift-card-100,true,200,true,8c6504aac247917b27763fb9f7d9b9d88b072006af72b3f53e2dfae295e76643,DA|LI Gift Card 100€ — DALI,"Χαρίστε ένα δώρο αγάπης στα αγαπημένα σας πρόσωπα, επιλέγοντας μια Dress Affair Littles gift card! Γεννήθηκε μόλις ένα μικρό γλυκάκι αλλά δεν έχεις μάθει ακόμα το χαρακτήρα του για να ξέρεις τι θα του ταιριάξει.... Πλησιάζει η βάπτιση, έχουν μείνει λίγες ημέρες και έχεις ξεμείνει από ιδέες... Βρήκες τα πιο ωραία Little",DA|LI Gift Card 100€,Added to your cart:,"Product: DA|LI Gift Card 100€ <div> <p>Χαρίστε ένα δώρο αγάπης στα αγαπημένα σας πρόσωπα, επιλέγοντας μια Dress Affair Littles gift card!</p> <p><span style=""color: initial;"">Γεννήθηκε μόλις ένα μικρό γλυκάκι αλλά δεν έχεις μάθει ακόμα το χαρακτήρα του για να ξέρεις τι θα του ταιριάξει....</span></p> </div> <div>Πλησιάζει η βάπτιση, έχουν μείνει λίγες ημέρες και έχεις ξεμείνει από ιδέες...</div> <div></div> <div>Βρήκες τα πιο ωραία Littles δώρα για τα γενέθλια που σε έχουν καλέσει αλλά δεν μπορείς να αποφασίσεις ποιο να κρατήσεις από όλα και ποιο να αφήσεις;</div> <div></div> <div>Ιδανικό για baby shower, δώρα βάπτισης αλλά και δώρα Χριστουγέννων και γενεθλίων.</div> <div></div> <div>Για όλα τα παραπάνω αλλά και ακόμα περισσότερα επίλεξε την Dress Affair Littles Gift Card!</div> <div></div> <div></div> <div>* Προσθέστε το email του παραλήπτη και ολοκληρώστε την αγορά όπως θα κάνατε με ένα οποιοδήποτε προϊόν. Ο παραλήπτης θα λάβει email με τον κωδικό δωροκάρτας που μπορεί να εξαργυρώσει εντός 2 μηνών!</div>",
cmta1fgap002dq8iyswsnc8wa,Niceyou,Gift Card 100,VERIFIED,https://www.niceyou.gr/,https://niceyou.gr/,https://www.niceyou.gr/el/,true,200,true,20987cca5fc90e315ad0ebb27aac5520aded9f8f38a837c85ed4a31174536ab7,Καλλυντικά & Είδη Προσωπικής Περιποίησης | NiceYou - NiceYou.gr,Ανακαλύψτε ολοκληρωμένες επιλογές κοσμητολογίας και φροντίδας για κάθε σας ανάγκη. Επαγγελματικά είδη ομορφιάς με άμεση αποστολή στον χώρο σας.,,Εκπτώσεις έως -50% | Από το TikTok στο καλάθι σου | Find Hair Products | Find Body Products | Η Ομορφιά της Επιδερμίδας | Δώσε ανάσα φρεσκάδας στην επιδερμίδα σου | Beauty of Joseon | ΠΛΗΡΟΦΟΡΙΕΣ | ΕΞΥΠΗΡΕΤΗΣΗ ΠΕΛΑΤΩΝ | Ο ΛΟΓΑΡΙΑΣΜΟΣ ΣΑΣ | ΑΚΟΛΟΥΘΗΣΤΕ ΜΑΣ | Επιλέξτε Λίστα | ΕΧΕΤΕ ΕΡΩΤΗΣΕΙΣ; | ΡΩΤΗΣΤΕ ΜΑΣ ΓΙΑ ΤΟ ΠΡΟΪΟΝ ΠΟΥ ΣΑΣ ΕΝΔΙΑΦΕΡΕΙ,,
cmta1fhpc002fq8iydkzv0m1y,e-Mamouth,ΔΩΡΟΕΠΙΤΑΓΗ,VERIFIED,https://e-mamouth.gr/,https://e-mamouth.gr/,https://e-mamouth.gr/,true,200,true,e9f9bbf2f0df9848731d0dc34af7481070b52e5433c1f18ef405afdcda816bf9,"e-Mamouth Books, Toys, Gifts, Gadgets - e-Mamouth","Τα πάντα για Βιβλια, Δώρα, Παιχνίδια και Gadget στις καλύτερες τιμές. Γρήγορες αποστολές, ταχεία εξυπηρέτηση και άμεση επικοινωνία...",,"Antistress Τυρί Βαζελίνης που δεν επανέρχεται 7cm | Antistress Μπουκάλι Μαλτόζης με Μοτίφ 10χ5,5cm | Antistress Οδοντόκρεμα Μαλτόζης με Μοτίφ | Antistress Κέικ Αρωματικό από PU | Slime Φρουτοχυμοί με Glitter (Τυχαίο Χρώμα) | Slime Μάνγκο Ροζ με Glitter Δίχρωμο | Slime Ροδάκινο Ροζ με Glitter Δίχρωμο | Slime Μπουκαλάκι με Glitter (Τυχαίο Χρώμα) 1 τεμάχιο | 243650 ΜΠΛΟΚ ΣΗΜΕΙΩΣΕΩΝ ΜΕ ΚΟΛΛΑ Νο1 7.8×12.7εκ 50Φ ΡΙΓΕ | Στυλό Pilot Gel G2 0.7mm Μπλε BL-G2-7L | Mini Lucky Bao Mystery Squishy Dumpling | Antistress Squeeze Cranchy Σαπούνι | 243711 ΜΠΛΟΚ REPORTERS ΣΠΙΡΑΛ 9×14.8cm Νο.2 ΛΕΥΚΟ Φ.50 | AntiStress Cranchy δεν επανέρχεται (Τυχαίο Χρώμα) | Στυλό Deli P1-Macaron Ball Point Pen 0.7 50 Μπλε 418292 (τυχαία επιλογή χρώματος) | Λούτρινο Disney Winnie The Pooh Winnie με Βάζο 30cm 2100152 | Ευχετήρια Κάρτα mini Βάπτισης ”Ευχές στο Τετράγωνο΄΄ Κοριτσάκι στα Σύννεφα | ΑΣΠΡΟΣ ΤΣΟΧΙΝΟΣ ΧΙΟΝΑΝΘΡΩΠΟΣ ΣΕ ΞΥΛΙΝΗ ΒΑΣΗ 24Χ5Χ47ΕΚ | BP-EX1-MP PILOT ΣΤΥΛΟ ΚΟΥΜΠΙ EXPLORER MEDIUM PINK | Κασετίνα Κενή Herlitz 2Go Camo Purple Dynamic 50043545 | Μεταλική διακοσμητική Μπιζουτιέρα Μίνι ΒΑΤΡΑΧΟΣ μαμά με μωρό από σμάλτο με μαγνήτη | ΤΣΑΝΤΑΚΙ CITY SAFE POCKET 26615 CHECKERS PURPLE | Ενυδατική Κρέμα Χεριών και Νυχιών Hello Kitty Kuromi 30ml Take Care | Παιδικό Συρραπτικό Deli Ζωάκι Ν.10 Blister &1000 Aνταλλακτικά (τυχαία επιλογή σχεδίου) | Παιδικές Κάλτσες PICK & MIX ν30.5-38.5 (3 ζεύγη) | Eat My Socks – Κάλτσες Burger Πολύχρωμο | Pelikan Pina Colada Metallic Rose Fountain Pen 400195791 | Pelikan Pina Colada Metallic Blue Fountain Pen 400195790 | Pelikan Pina Colada Metallic Black Fountain Pen 40195689 | Στυλό Ballpoint Pen Pelikan Jazz Classic K35 Violet 827142 | Pelikan Ballpoint Pen Jazz Noble Elegance K36 Taupe | Στυλό Ballpoint Pen Pelikan Jazz Classic K35 Lime 827135 | Στυλό Ballpoint Pen Pelikan Jazz Classic K35 Petrol 827111 | Pelikan Ballpoint Pen Jazz Noble Elegance K36 Stone | Pelikan Pina Colada Metallic Blue Fountain Pen 400195790 | Pelikan Pina Colada Metallic Black Fountain Pen 40195689 | Στυλό Ballpoint Pen Pelikan Jazz Classic K35 Violet 827142 | Pelikan Ballpoint Pen Jazz Noble Elegance K36 Taupe | Στυλό Ballpoint Pen Pelikan Jazz Classic K35 Lime 827135 | Στυλό Ballpoint Pen Pelikan Jazz Classic K35 Petrol 827111",,
cmta1fi60002hq8iyf9s9le0u,AstronGameClub,AstronGameClub Gift Card,NEEDS_REVIEW,https://www.astrongameclub.gr/gift-card/,https://astrongameclub.gr/gift-card,https://www.astrongameclub.gr/gift-card/,true,200,true,ca21e1696c08d0cae4f7176e4c78f24770d488bde763c4babf4485846b4e6a95,Δωροκάρτα - AstronGameClub,"Δωρεάν μεταφορικά - Αν δεν μπορείς να αποφασίσεις τί δώρο να διαλέξεις, υπάρχει λύση! Επίλεξε Gift Cards στο ποσό που επιθυμείς και έτοιμο το δώρο!",Δωροκάρτα,Σχετικά προϊόντα | SPOTIFY 3 Month | Wildstar 30 Day Pre-Paid Card | About You Δωροκάρτα 30 EUR EU | About You Δωροκάρτα 50 EUR EU,"Product: Δωροκάρτα - AstronGameClub Δωρεάν μεταφορικά - Αν δεν μπορείς να αποφασίσεις τί δώρο να διαλέξεις, υπάρχει λύση! Επίλεξε Gift Cards στο ποσό που επιθυμείς και έτοιμο το δώρο!",
cmta1fimo002jq8iyzmtmb8cv,Sport-Style,Δωροκάρτα Sport Style,VERIFIED,https://www.sport-style.gr/,https://sport-style.gr/,https://sport-style.gr/,true,200,true,a3babaf8cd10b94f1494b18613d4f10ba0e2f961c43d1f52ae6c3d917625b1e7,Αθλητικά Είδη | Sport Style,"Βρείτε μεγάλη ποικιλία σε επώνυμα αθλητικά είδη, παπούτσια, ρούχα και αξεσουάρ στις χαμηλότερες τιμές. Δωρεάν αποστολή για αγορές άνω των 50€!",,μολις κυκλοφόρησαν | Sneakers-RUNNING | sport STYLE | κατηγοριες | ΠΡΟΣΦΑΤΑ | ΠΡΟΤΕΙΝΟΜΕΝΑ | Σύνδεση | Εγγραφή,,
cmta1fj1o002lq8iyo5np81fy,Ipatios,Δωροκάρτα 100,NEEDS_REVIEW,https://ipatios.gr/c/gynaika/dwrokarta-gynaika/,https://ipatios.gr/c/gynaika/dwrokarta-gynaika,https://ipatios.gr/c/gynaika/dwrokarta-gynaika/,true,200,true,8b83295b3a4931935f0e0931e6f3948afd6c8fa4f575efeb51b7cb2977e3d1e2,Δωροκάρτα - Γυναίκα • Ipatios,Διάλεξε ανάμεσα σε 8 Γυναίκα Δωροκάρτα το προϊόν που κάνει για σένα στην καλύτερη τιμή.,Δωροκάρτα | Δωροκάρτα,Κατηγορίες | Κατηγορίες | Κατηγορίες | Κατηγορίες | Κατηγορίες | Κατηγορίες | Δωροκάρτα 300€ | Δωροκάρτα 200€ | Δωροκάρτα 150€ | Δωροκάρτα 100€ | Δωροκάρτα 75€ | Δωροκάρτα 50€ | Δωροκάρτα 30€ | Δωροκάρτα 20€ | Καταστήματα | Τηλεφωνικές παραγγελίες: | ΩΡΑΡΙΟ ΛΕΙΤΟΥΡΓΙΑΣ: | Πληροφορίες | Η Εταιρεία | Εγγραφή στο newsletter,,
cmta1fjhs002nq8iyk0isu1fk,Bonsai Home,ΔΩΡΟΚΑΡΤΑ ΤΩΝ 10,NEEDS_REVIEW,https://bonsaihome.gr/%ce%b4%cf%89%cf%81%ce%bf%ce%ba%ce%b1%cf%81%cf%84%ce%b1/,https://bonsaihome.gr/%ce%b4%cf%89%cf%81%ce%bf%ce%ba%ce%b1%cf%81%cf%84%ce%b1,https://bonsaihome.gr/%ce%b4%cf%89%cf%81%ce%bf%ce%ba%ce%b1%cf%81%cf%84%ce%b1/,true,200,true,3d32548126c0b6df043547700c911bea5b32e07ec607e0a5eaf0c6cce0ffb829,ΔΩΡΟΚΑΡΤΑ - Bonsai Home,,ΔΩΡΟΚΑΡΤΑ,"ΔΩΡΟΚΑΡΤΑ ΤΩΝ 100€ | ΔΩΡΟΚΑΡΤΑ ΤΩΝ 50€ | ΔΩΡΟΚΑΡΤΑ ΤΩΝ 20€ | ΔΩΡΟΚΑΡΤΑ ΤΩΝ 10€ | Πριν φύγεις, θέλεις να κερδίσεις επιπλέον έκπτωση;",,
cmta1fk9b002pq8iyf5m36fcm,Grill me,ΔΩΡΟΚΑΡΤΑ 50 Ευρώ,VERIFIED,https://grillme.gr/gr/,https://grillme.gr/gr,https://grillme.gr/gr/,true,200,true,c5148591b279eeff421466bcc41754870d975fe3afdee5da4e3c9753eeca02a6,Ψησταριές BBQ | Grill Me,Grill Me | Δημιουργήστε αξέχαστες στιγμές με BBQ Βρείτε την ιδανική ψησταριά και τον εξοπλισμό που θα απογειώσει τις ψητές σας δημιουργίες. Άμεση αποστολή για αξέχαστα ψησίματα με την οικογένεια.,,ΕΞΟΥΣΙΟΔΟΤΗΜΕΝΟ ΚΑΤΑΣΤΗΜΑ,,
cmta1flev002rq8iyn4j6f4f1,Kounio,Δωροκάρτα - Gift Card - 25,VERIFIED,https://www.kounio.gr/,https://kounio.gr/,https://kounio.gr/,true,200,true,cea57f420e0f3a7f5342478372b467de5afd21b49e158fd9b5b51d496b297001,"Kounio.gr | Χιλιάδες Προϊόντα, Άμεσα Διαθέσιμα","Ανακαλύψτε το Kounio.GR - Περισσότερα από 100 χρόνια εμπειρίας, το Online κατάστημα της ιστορικής οικογένειας Kounio. Βρες τα πάντα σε Εικόνα, Ήχο, Ho.Re.Ca κα",,"Πάνω από 10.000 άμεσα διαθέσιμα προϊόντα | Express Αποστολή σε όλη την Ελλάδα | Έως 3 άτοκες δόσεις, χωρίς πιστωτική κάρτα! | Οι πιο ανταγωνιστικές τιμές της αγοράς | Top Επιλογές Τεχνολογίας | Fujifilm Instax Mini Color Film (20 Sheets) | KODAK SUC Fun Saver Flash 39 Exposures ISO 800 | Fujifilm Instax Mini Color Film (40 Sheets) | Kodak Digital Compact Camera PixPro FZ55 Black 16MP 5x Zoom 2.7″ | KODAK ΦΙΛΜ Gold 200 135/36 | Polaroid Originals ΦΙΛΜ Color για i-Type [Set of 2 Boxes – 16 Exposures] BULK | Kodak Digital Compact Camera Charmera Key Chain “1987 Edition” (Blind Box 1 of 6 Cameras) | KODAK SUC Fun Saver Flash 27 Exposures ISO 800 | Top Επιλογές Σπίτι - Γραφείο | Πολυθρονα Ankara pakoworld στοιβαζομενη pp-pe rattan σε μαυρη-φυσικη αποχρωση 54×55.5×77εκ | Ραφιερα επιδαπεδια Cayde pakoworld μεταλλο λευκο-φυσικο 50x30x71,5εκ | Συρταριερα επαγγελματικη τροχηλατη Oscar pakoworld 3ων συρταριων καρυδι-ανθρακι 40x48x63εκ | Καρεκλα Toto pakoworld μπεζ υφασμα-rubberwood καρυδι ποδι | Σκαμπο μπαρ Sussie pakoworld μαυρο μεταλλο με φετες αλουμινιου 58x58x111εκ | Τραπεζι catering Rodeo pakoworld πτυσσομενο-βαλιτσα λευκο 122x60x74εκ | Καρεκλα γραφειου διευθυντη Tokyo pakoworld pu ταμπα antique | Καρεκλα Siena pakoworld rubberwood σε καρυδι-εκρου αποχρωση 48x50x81εκ",,
