status,giftCardId,merchantName,giftCardTitle,occasionSlug,relevance,evidenceSurface,evidenceSnippet,officialUrl,reason,actionId
REVIEW,cmta1gdar005eq8iym6dznhq7,Haritidis,Haritidis Gift Card,new-baby,80,OFFICIAL_BODY_PROXIMITY,ατικα δωρα οικονομικα εως 100 ανα προσωπο δωρα για τη μητερα δωρα για τον πατερα δωρα για νεογεννητα δωρα για τη νονα προσωποποιημενα δωρα επιλεγμενα δωρα για εκεινη δωρα για εκεινον δωρα για παιδια δωρα για φιλες δωροκαρτα αξεσουαρ γουρια γουρια αυτοκινητου γουρια για το σπιτι μπρελοκ στυλο γραφικη υλη πορτοφο,https://www.haritidis.gr/el/giftcard,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1gdar005eq8iym6dznhq7,Haritidis,Haritidis Gift Card,for-her,80,OFFICIAL_BODY_PROXIMITY,για τον πατερα δωρα για νεογεννητα δωρα για τη νονα προσωποποιημενα δωρα επιλεγμενα δωρα για εκεινη δωρα για εκεινον δωρα για παιδια δωρα για φιλες δωροκαρτα αξεσουαρ γουρια γουρια αυτοκινητου γουρια για το σπιτι μπρελοκ στυλο γραφικη υλη πορτοφο,https://www.haritidis.gr/el/giftcard,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1gdar005eq8iym6dznhq7,Haritidis,Haritidis Gift Card,for-him,80,OFFICIAL_BODY_PROXIMITY,δωρα για νεογεννητα δωρα για τη νονα προσωποποιημενα δωρα επιλεγμενα δωρα για εκεινη δωρα για εκεινον δωρα για παιδια δωρα για φιλες δωροκαρτα αξεσουαρ γουρια γουρια αυτοκινητου γουρια για το σπιτι μπρελοκ στυλο γραφικη υλη πορτοφο,https://www.haritidis.gr/el/giftcard,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1gdar005eq8iym6dznhq7,Haritidis,Haritidis Gift Card,for-kids,80,OFFICIAL_BODY_PROXIMITY,τα δωρα για τη νονα προσωποποιημενα δωρα επιλεγμενα δωρα για εκεινη δωρα για εκεινον δωρα για παιδια δωρα για φιλες δωροκαρτα αξεσουαρ γουρια γουρια αυτοκινητου γουρια για το σπιτι μπρελοκ στυλο γραφικη υλη πορτοφο,https://www.haritidis.gr/el/giftcard,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1kpd600m6q8iytyzbbym9,Hercshop,Δωροκάρτα - Herc Shop,wedding,80,OFFICIAL_BODY_PROXIMITY,σουαρ αρωματα ζωνες καπελα κλιπ γραβατας βραχιολια παπουτσια παππουτσια clearance αρωματα δωροκαρτα about us blog μπες στην ομαδα μας b2b login register 0 items 0 00 menu 0 items blog home blog εισαι καλεσμενος σε γαμο και δεν ξερεις τι να βαλεις η προσκληση εφτασε η ημερομηνια πλησιαζει και το ιδιο ερωτημα,https://hercshop.gr/gift-cards/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb77wmk0053dkiy6y7xeut4,Houhouliarika,Αγοράστε μία Δωροεπιταγή,birthday,80,OFFICIAL_BODY_PROXIMITY,λοκληρωθει η πληρωμη σας ονομα παραληπτη e mail παραληπτη το ονομα σας το e mail σας θεμα δωροεπιταγης birthday christmas general μηνυμα ποσο αποδεχομαι οτι η αξια των δωροεπιταγων δεν επιστρεφεται ο λ,https://houhouliarika.gr/gift-voucher,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb77wmk0053dkiy6y7xeut4,Houhouliarika,Αγοράστε μία Δωροεπιταγή,christmas,80,OFFICIAL_BODY_PROXIMITY,λοκληρωθει η πληρωμη σας ονομα παραληπτη e mail παραληπτη το ονομα σας το e mail σας θεμα δωροεπιταγης birthday christmas general μηνυμα ποσο αποδεχομαι οτι η αξια των δωροεπιταγων δεν επιστρεφεται ο λογαριασμος,https://houhouliarika.gr/gift-voucher,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta4yluz001psciy0wjw11o5,Jardinplus,Gift Card Jardin Plus,birthday,80,OFFICIAL_BODY_PROXIMITY,on not sure about their favorite color or type of flowers no problem with the jardin plus gift card you can offer the perfect gift the freedom of choice where it can be used in our physical store and online ideal for birthdays anniversaries or as a last minute thank you gift place your order now and send it digita,https://jardinplus.gr/en/product/gift-card-jardin-plus-en/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta4yluz001psciy0wjw11o5,Jardinplus,Gift Card Jardin Plus,christmas,80,OFFICIAL_BODY_PROXIMITY,press faq blog contact flowers flower arrangements dried plants timeless valentine's day christmas mother's day gifts wishing card gift card flowers flower arrangements dried plants timeless valentine's day christmas mother's day,https://jardinplus.gr/en/product/gift-card-jardin-plus-en/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta4yluz001psciy0wjw11o5,Jardinplus,Gift Card Jardin Plus,valentines,80,OFFICIAL_BODY_PROXIMITY,about us events press faq blog contact flowers flower arrangements dried plants timeless valentine's day christmas mother's day gifts wishing card gift card flowers flower arrangements dried plants timeless valentine's day christmas mother's day,https://jardinplus.gr/en/product/gift-card-jardin-plus-en/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta4yluz001psciy0wjw11o5,Jardinplus,Gift Card Jardin Plus,mothers-day,80,OFFICIAL_BODY_PROXIMITY,blog contact flowers flower arrangements dried plants timeless valentine's day christmas mother's day gifts wishing card gift card flowers flower arrangements dried plants timeless valentine's day christmas mother's day,https://jardinplus.gr/en/product/gift-card-jardin-plus-en/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1gpbv006mq8iyibjbd4ff,Kaktos,ΔΩΡΟΚΑΡΤΑ,corporate,80,OFFICIAL_BODY_PROXIMITY,ιας προσωπικη προσφορα νεες κυκλοφοριες βιβλια για την αρχαιοτητα βιβλια για το καλοκαιρι εταιρικα δωρα best sellers search 00 δωροκαρτα homeυπηρεσιες υπηρεσιεσδωροκαρτα δωροκαρτα δωροκαρτα20 00 original price was 20 00 20 00 η τρεχουσα τιμη ειναι 20 00 προηγουμενη τιμη 20 00 i,https://www.kaktos.gr/product/dorokarta/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1gqc2006qq8iyv2lcifad,Keriland,Δωροκάρτα,wedding,80,OFFICIAL_BODY_PROXIMITY,ρωματος μπουκαλακια για αρωματικα αυτοκινητου γαμος βαπτιση κερια προς ενοικιαση λαμπαδες γαμου λαμπαδες βαπτισης κηροπηγια λαμπογυαλα γυαλινοι κυλινδροι κερια γαμου blog χωροι εστιασης gift card ποιοι ειμαστε refill gift card φιλτραρισμα εμφανιση του μοναδικου αποτελεσματος προκαθορι,https://www.keriland.gr/product-category/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1gqc2006qq8iyv2lcifad,Keriland,Δωροκάρτα,christening,80,OFFICIAL_BODY_PROXIMITY,ακια για αρωματικα αυτοκινητου γαμος βαπτιση κερια προς ενοικιαση λαμπαδες γαμου λαμπαδες βαπτισης κηροπηγια λαμπογυαλα γυαλινοι κυλινδροι κερια γαμου blog χωροι εστιασης gift card ποιοι ειμαστε refill gift card φιλτραρισμα εμφανιση του μοναδικου αποτελεσματος προκαθορισμενη ταξινομηση ταξινομηση με,https://www.keriland.gr/product-category/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1n9ed00w6q8iyqd615q39,Klotsotiras,"Gift cards - Πετσέτες, Σεντόνια, Πάπλωμα, Κουβέρτες, ...",christmas,80,OFFICIAL_BODY_PROXIMITY,ετσετες θαλασσης ενηλικωνπετσετες θαλασσης παιδικεςsportmicrofiber πετσετεςπαρεομαγιωχαλιαχριστουγεννιατικαπροσφορεςblack monthξενοδοχειακος εξοπλισμος δωρεαν αποστολη για αγορες ανω των 60 gift cardsαρχικη gift cards woodmart e gift card purchase online and the e gift card is sent straight to their inbox purchase e gift cards,https://klotsotiras.gr/gift-cards/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6e0nb0003i4iyoxrlm6gj,Koumoulia,Koumoulia Gift Card,wedding,80,OFFICIAL_BODY_PROXIMITY,esc to close search 0 0 my cart 0 00 eshop lessons seminars activities accommodation b2b gift card wedding baptism contact us visit our e shop discover our seminars find out about our classes welc,https://www.koumoulia.gr/en/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6e0nb0003i4iyoxrlm6gj,Koumoulia,Koumoulia Gift Card,christening,80,OFFICIAL_BODY_PROXIMITY,esc to close search 0 0 my cart 0 00 eshop lessons seminars activities accommodation b2b gift card wedding baptism contact us visit our e shop discover our seminars find out about our classes welcome in k,https://www.koumoulia.gr/en/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta4yr0v002bsciy3uqdyifr,Lanuit,Gift Cards - La Nuit,for-her,80,OFFICIAL_BODY_PROXIMITY,ευταιαταξινομηση κατα τιμη χαμηλη προς υψηληταξινομηση κατα τιμη υψηλη προς χαμηλη επιλογηgift cardsgifts for hermystery boxslipsslips plus sizex mas timemystery box lovee 30 00 επιλογηgift cardsgifts for hermystery boxκορμακια plus sizeκορμακια plus sizemystery box sexy promise 40 00 προσθηκη στο,https://lanuit.gr/product-category/gift-cards/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6uux3002i3giypec585z9,Lavalmore,Δωροκάρτα,christmas,80,OFFICIAL_BODY_PROXIMITY,δωροκαρτα ποσοτητα προσθηκη 3 ατοκες δοσεις των 6 67 μεσω klarna κωδικος προιοντος laval giftcard κατηγοριες δωροκαρτα lavalmore blue monday sales galentine's day δωρα για γυναικες χριστουγεννιατικα δωρα valentine's essentials μαρκα lavalmore περιγραφη δωροκαρτα lavalmore η πολυτελεια σε,https://lavalmore.gr/categories/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6uux3002i3giypec585z9,Lavalmore,Δωροκάρτα,valentines,80,OFFICIAL_BODY_PROXIMITY,δωροκαρτα ποσοτητα προσθηκη 3 ατοκες δοσεις των 6 67 μεσω klarna κωδικος προιοντος laval giftcard κατηγοριες δωροκαρτα lavalmore blue monday sales galentine's day δωρα για γυναικες χριστουγεννιατικα δωρα valentine's essentials μαρκα lavalmore περιγραφη δωροκαρτα lavalmore η πολυτελεια σε μια καρτα ενα,https://lavalmore.gr/categories/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6uux3002i3giypec585z9,Lavalmore,Δωροκάρτα,thank-you,80,OFFICIAL_BODY_PROXIMITY,δωρα για γυναικες χριστουγεννιατικα δωρα valentine's essentials μαρκα lavalmore περιγραφη δωροκαρτα lavalmore η πολυτελεια σε μια καρτα ενα χαμογελο και ενα μεγαλο ευχαριστω μια ενδειξη αγαπης στα δικα σας προσωπα συνοδευομενη απο ενα δωρο που παιρνει τη μορφη πο,https://lavalmore.gr/categories/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1maoe00sgq8iykpfadorv,Littlesubmarine,Littlesubmarine Gift Card,thank-you,80,OFFICIAL_BODY_PROXIMITY,κο εργαστηρι upcoming workshops messy play cooking classes baby swimming blog επικοινωνια gift card home gift card thank you for reading this post don't forget to subscribe καντε μια εκπληξη στους φιλους σας ψαχνετ,https://www.littlesubmarine.gr/gift-card-baby-swimming/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb77bgd0021dkiyy3u2x8qn,Lookshop,Lookshop Gift Card,birthday,80,OFFICIAL_BODY_PROXIMITY,αρεσουν δωροκαρτα super mom 10 00 διαθεσιμο προσθηκη στο καλαθι 3 ατοκες δοσεις των 3 33 δωροκαρτα χρονια πολλα 10 00 διαθεσιμο προσθηκη στο καλαθι 3 ατοκες δοσεις των 3 33 δωροκαρτα γενεθλιων 10 00 διαθεσιμο προσθηκη στο καλαθι 3 ατοκες δοσεις των 3 33 αξιολογησεις προιοντος γραψε,https://lookshop.gr/giftcard2.html,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62mmg001594iyc4wmnrb6,Lousma,Lousma Gift Card,birthday,80,OFFICIAL_BODY_PROXIMITY,με μια κινηση δεν ξερεις ποια θεραπεια να διαλεξεις αφησε τους να επιλεξουν μονοι τους η δωροκαρτα μας ειναι το ιδανικο δωρο γενεθλια γιορτες επετειους η απλως για να δειξεις οτι νοιαζεσαι αμεση αποστολη με email διαθεσιμη,https://lousma.gr/el/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62mmg001594iyc4wmnrb6,Lousma,Lousma Gift Card,anniversary,80,OFFICIAL_BODY_PROXIMITY,με μια κινηση δεν ξερεις ποια θεραπεια να διαλεξεις αφησε τους να επιλεξουν μονοι τους η δωροκαρτα μας ειναι το ιδανικο δωρο γενεθλια γιορτες επετειους η απλως για να δειξεις οτι νοιαζεσαι αμεση αποστολη με email διαθεσιμη σε διαφορα ποσα εξ,https://lousma.gr/el/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62mmg001594iyc4wmnrb6,Lousma,Lousma Gift Card,thank-you,80,OFFICIAL_BODY_PROXIMITY,ght lousma hammam spa designed powered with by red lemon αρχικηbooking booking my account gift card επικοινωνια θεσεις εργασιας ο χωρος μας πολιτικη απορρητου σας ευχαριστουμε για την κρατηση σχετικα με εμας τιμοκαταλογος υπηρεσιες ειδικες υπηρεσιες bridal day spa,https://lousma.gr/el/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1ne2h00woq8iy5xfnagka,Masazaki,Δωροκάρτα Μασάζ: Το καλύτερο εορταστικό δώρο στους ...,thank-you,80,OFFICIAL_BODY_PROXIMITY,ησης εως 2 ωρες νωριτερα του ραντεβου η δωροκαρτα θεωρειται εξαργυρωμενη η εξαργυρωση της δωροκαρτας μπορει να πραγματοποιηθει εντος 6 μηνων απο την ημερομηνια αγορας σας ευχαριστουμε για την κατανοηση και την συνεργασια δωροκαρτα online βημα 1 επιλεξτε καταστημα κολωνaκι,https://masazaki.gr/gift-cards/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1kv7e00muq8iyjip095a8,Mathimatamageirikis,Δωροκάρτα,corporate,80,OFFICIAL_BODY_PROXIMITY,ιναι τα μαθηματα δειτε τα μαθηματα αλλες υπηρεσιεσομαδικη μαγειρικη team buildingοργανωση εταιρικων eventsδραστηριοτητες για τουριστεςμαγειρικες παρουσιασειςενοικιαση χωρουεκπαιδευση προσωπικουblog δωροκαρτα γαστρονομικης εμπειριας καρτα δωρου η δωροκαρτα για μαθηματα μαγειρικης αποτελει την ιδα,https://www.mathimatamageirikis.gr/el/about-us/dorokarta,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62q8a001p94iypyoj6lpu,Mideast,Gift Vouchers,birthday,80,OFFICIAL_BODY_PROXIMITY,mideast travel worldwide boat tickets gift vouchers the booking expert gift vouchers homegift vouchers search for search all gift vouchers birthday wedding christmas new year valentine's day anniversary name day for mom for dad season ho,https://online.mideast.gr/gift-vouchers/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62q8a001p94iypyoj6lpu,Mideast,Gift Vouchers,name-day,80,OFFICIAL_BODY_PROXIMITY,mideast travel worldwide boat tickets gift vouchers the booking expert gift vouchers homegift vouchers search for search all gift vouchers birthday wedding christmas new year valentine's day anniversary name day for mom for dad season holydays service easter gifts eid for any occasion customize your,https://online.mideast.gr/gift-vouchers/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62q8a001p94iypyoj6lpu,Mideast,Gift Vouchers,wedding,80,OFFICIAL_BODY_PROXIMITY,mideast travel worldwide boat tickets gift vouchers the booking expert gift vouchers homegift vouchers search for search all gift vouchers birthday wedding christmas new year valentine's day anniversary name day for mom for dad season holydays s,https://online.mideast.gr/gift-vouchers/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62q8a001p94iypyoj6lpu,Mideast,Gift Vouchers,anniversary,80,OFFICIAL_BODY_PROXIMITY,mideast travel worldwide boat tickets gift vouchers the booking expert gift vouchers homegift vouchers search for search all gift vouchers birthday wedding christmas new year valentine's day anniversary name day for mom for dad season holydays service easter gifts eid for any occasion custom,https://online.mideast.gr/gift-vouchers/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62q8a001p94iypyoj6lpu,Mideast,Gift Vouchers,christmas,80,OFFICIAL_BODY_PROXIMITY,mideast travel worldwide boat tickets gift vouchers the booking expert gift vouchers homegift vouchers search for search all gift vouchers birthday wedding christmas new year valentine's day anniversary name day for mom for dad season holydays service eas,https://online.mideast.gr/gift-vouchers/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62q8a001p94iypyoj6lpu,Mideast,Gift Vouchers,easter,80,OFFICIAL_BODY_PROXIMITY,ts gift vouchers the booking expert gift vouchers homegift vouchers search for search all gift vouchers birthday wedding christmas new year valentine's day anniversary name day for mom for dad season holydays service easter gifts eid for any occasion customize your gift voucher view card gift for travelers previ,https://online.mideast.gr/gift-vouchers/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62q8a001p94iypyoj6lpu,Mideast,Gift Vouchers,valentines,80,OFFICIAL_BODY_PROXIMITY,mideast travel worldwide boat tickets gift vouchers the booking expert gift vouchers homegift vouchers search for search all gift vouchers birthday wedding christmas new year valentine's day anniversary name day for mom for dad season holydays service easter gifts eid for a,https://online.mideast.gr/gift-vouchers/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1kvpg00mwq8iywg5mlfel,Mimadastimargarita,Gift Card - Mη μαδάς τη μαργαρίτα,for-her,80,OFFICIAL_BODY_PROXIMITY,πετρεςstatement piecesτα πιο αγαπημεναμαργαριταριαβραχιολια ποδιουκοσμηματα με ματιαδωρο για εκεινηδωρο για εκεινονκοσμηματα με χρωμαlayeringminimalistgeometricκαρτα δωρου gift card απο σε αρχικησυλλογεςολες οι συλλογεςgift cardgift cardδωσε τη χαρα της επιλογης με μια gift card χαρισε στους αγαπημενους σου την ελευθ,https://mimadastimargarita.gr/product/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1kvpg00mwq8iywg5mlfel,Mimadastimargarita,Gift Card - Mη μαδάς τη μαργαρίτα,for-him,80,OFFICIAL_BODY_PROXIMITY,t piecesτα πιο αγαπημεναμαργαριταριαβραχιολια ποδιουκοσμηματα με ματιαδωρο για εκεινηδωρο για εκεινονκοσμηματα με χρωμαlayeringminimalistgeometricκαρτα δωρου gift card απο σε αρχικησυλλογεςολες οι συλλογεςgift cardgift cardδωσε τη χαρα της επιλογης με μια gift card χαρισε στους αγαπημενους σου την ελευθερια να ε,https://mimadastimargarita.gr/product/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1kw6300myq8iyzkj9hpsf,Mocannella,Δωροκάρτα,thank-you,80,OFFICIAL_BODY_PROXIMITY,ηστε μας στο 2810210833 cart 0 0 0 00 close search blog εορταστικα καλαθια σχολια πελατων δωροκαρτες box με ευχες σε video blog εορταστικα καλαθια σχολια πελατων δωροκαρτες box με ευχες σε video δωροκαρτες χαριστε την ευχαριστηση της ελευθερης επιλογης μεσα απο την μεγαλη γκαμα δωροκαρτων που διαθετουμε ανακαλυψτε την,https://www.mocannella.gr/giftcard,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1iy0a00ewq8iyav1zn7nb,Moelian,Moelian Gift Card,birthday,80,OFFICIAL_BODY_PROXIMITY,top of pagehomegift setsfor womenfor menbirthdaynew mother babymother's dayhalloweenchristmasgift cardbath beautyface bodymenbathcandlessummermother babygift cardfavorslog inegift card 25amount 25 50 100quantitybuy nownatural skincare gifts for newmoth,https://www.moelian.gr/gift-card,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1iy0a00ewq8iyav1zn7nb,Moelian,Moelian Gift Card,christmas,80,OFFICIAL_BODY_PROXIMITY,top of pagehomegift setsfor womenfor menbirthdaynew mother babymother's dayhalloweenchristmasgift cardbath beautyface bodymenbathcandlessummermother babygift cardfavorslog inegift card 25amount 25 50 100quantitybuy nownatural skincare gifts for newmother and baby wedding an,https://www.moelian.gr/gift-card,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1iy0a00ewq8iyav1zn7nb,Moelian,Moelian Gift Card,mothers-day,80,OFFICIAL_BODY_PROXIMITY,top of pagehomegift setsfor womenfor menbirthdaynew mother babymother's dayhalloweenchristmasgift cardbath beautyface bodymenbathcandlessummermother babygift cardfavorslog inegift card 25amount 25 50 100quantitybuy nownatural skincare gifts for newmother and baby wedding an,https://www.moelian.gr/gift-card,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1f1n7000tq8iylhz55ztt,Msba Events,Msba Events Gift Card,wedding,80,OFFICIAL_BODY_PROXIMITY,τηρια boygirl ρουχα boygirl σετ νονουμαρτυρικα boygirl λαδοπανα boygirl παπουτσια boygirl γαμος προσκλητηριαστεφανασετ κουμπαρου my account καλαθιταμειο wishlistgift card αρχικη σελιδα shop toys gift card gift card 10 00 200 00price range 10 00 through 200 00 ean sku n a categories deco room for food ki,https://www.msba-events.gr/shop/toys/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb77xrz0059dkiy8ihjp8lp,Mylifelikes,Αγοράστε μία Δωροεπιταγή,birthday,80,OFFICIAL_BODY_PROXIMITY,ιστε μοναδικες εμπειριες ονομα παραληπτη e mail παραληπτη το ονομα σας το e mail σας θεμα δωροεπιταγης γενεθλια γενικο ποσο 10 15 20 30 60 80 μηνυμα αποδεχομαι οτι η αξια των δωροεπιταγων δεν επιστρεφε,https://mylifelikes.gr/account/voucher,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb77xrz0059dkiy8ihjp8lp,Mylifelikes,Αγοράστε μία Δωροεπιταγή,thank-you,80,OFFICIAL_BODY_PROXIMITY,ια καθε περισταση ευκολη στην αγορα αμεση στην αποστολη και απολυτως ευελικτη στη χρηση η gift card μας αποτελει την τελεια επιλογη για οποιον θελετε να ευχαριστησετε καντε τωρα την αγορα σας και χαριστε μοναδικες εμπειριες ονομα παραληπτη e mail παραληπτη,https://mylifelikes.gr/account/voucher,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62pj6001l94iyhjzhf3fh,Nousoma,Nousoma Gift Card,thank-you,80,OFFICIAL_BODY_PROXIMITY,ησης εως 2 ωρες νωριτερα του ραντεβου η δωροκαρτα θεωρειται εξαργυρωμενη η εξαργυρωση της δωροκαρτας μπορει να πραγματοποιηθει εντος 6 μηνων απο την ημερομηνια αγορας σας ευχαριστουμε για την κατανοηση και την συνεργασια βρειτε μας λευκης 11 βαρη info nousoma gr 30 210 967,https://nousoma.gr/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb77evp002jdkiymdaiyh09,Nur and Co,Δωροκάρτες - Nur and Co,name-day,80,OFFICIAL_BODY_PROXIMITY,του σετ δωρου μπομπονιερες δωροκαρτες επικοινωνια περισσοτερα αρχικη προιοντα επικοινωνια δωροκαρτες 10 00 10 00 προσθηκη στο καλαθι 1 μεταβαση στις πληροφοριες προιοντος 1 5 κλεισιμο δωροκαρτες δωροκαρτες 10 00 ονομαστικες αξιες 10 00 25 00 50 00 100 00 αποστολη σε το email μου email παραληπτη χρησιμοποιηθηκαν,https://nurnco.gr/products/dorokartes,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6uzbu00363giyjxgyidjk,OMG,OMG Gift Card,birthday,80,OFFICIAL_BODY_PROXIMITY,or a cheeky baby bodysuit a laugh out loud tee or one of our future omg favourites an omg gift card lets them pick exactly what they'll love perfect for baby showers birthdays new arrivals christmas or those i completely forgot to buy a gift moments delivered inst,https://omg.gr/products/omg-gift-card,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6uzbu00363giyjxgyidjk,OMG,OMG Gift Card,new-baby,80,OFFICIAL_BODY_PROXIMITY,or a cheeky baby bodysuit a laugh out loud tee or one of our future omg favourites an omg gift card lets them pick exactly what they'll love perfect for baby showers birthdays new arrivals christmas or those i completely forgot to buy a gift moments deli,https://omg.gr/products/omg-gift-card,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb6uzbu00363giyjxgyidjk,OMG,OMG Gift Card,christmas,80,OFFICIAL_BODY_PROXIMITY,or a cheeky baby bodysuit a laugh out loud tee or one of our future omg favourites an omg gift card lets them pick exactly what they'll love perfect for baby showers birthdays new arrivals christmas or those i completely forgot to buy a gift moments delivered instantly by email no expiry,https://omg.gr/products/omg-gift-card,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1kz5j00naq8iyo9j5whw7,Paraphernalia,e-Gift Voucher,for-her,80,OFFICIAL_BODY_PROXIMITY,ncense candles apothecary desk paper accessories books magazines gifting greeting cards e gift voucher gift voucher gift registry gifts for him gifts for her gifts under 25 the store about us contact gallery 0 0 0 product navigation gift voucher h,https://www.paraphernalia.gr/shop/product/gifting/gift-vouchers/egift-voucher/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1kz5j00naq8iyo9j5whw7,Paraphernalia,e-Gift Voucher,for-him,80,OFFICIAL_BODY_PROXIMITY,ncense candles apothecary desk paper accessories books magazines gifting greeting cards e gift voucher gift voucher gift registry gifts for him gifts for her gifts under 25 the store about us contact gallery 0 0 0 product navigation,https://www.paraphernalia.gr/shop/product/gifting/gift-vouchers/egift-voucher/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1j6rb00fwq8iyoium168p,Pargaoro,ΔΩΡΟΚΑΡΤΑ - pargaoro.gr,wedding,80,OFFICIAL_BODY_PROXIMITY,12 ατοκες δοσεις newsletter newsletter newsletter submit email κατηγοριες χρυσα κοσμηματα γαμος βαπτιση ρολογια παιδικο κοσμημα προσφορες δωροκαρτα πληροφοριες πληροφοριες πληροφοριες πολιτικη επιστροφων πληρωμη αποστολη οροι χρησης επι,https://www.pargaoro.gr/dorokarta-c-79.html,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1j6rb00fwq8iyoium168p,Pargaoro,ΔΩΡΟΚΑΡΤΑ - pargaoro.gr,christening,80,OFFICIAL_BODY_PROXIMITY,κες δοσεις newsletter newsletter newsletter submit email κατηγοριες χρυσα κοσμηματα γαμος βαπτιση ρολογια παιδικο κοσμημα προσφορες δωροκαρτα πληροφοριες πληροφοριες πληροφοριες πολιτικη επιστροφων πληρωμη αποστολη οροι χρησης επι,https://www.pargaoro.gr/dorokarta-c-79.html,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
