status,giftCardId,merchantName,giftCardTitle,verificationStatus,categorySlug,occasionSlug,relevance,evidenceSurface,evidenceSnippet,decisionReason,actionId
APPROVED,cmtb62hqq000f94iyv9s6defo,Fluffyhugs,Δωροκάρτα,VERIFIED,kids-baby,new-baby,80,OFFICIAL_BODY_PROXIMITY,ταστημα 0 καλαθι κανενα προιον στο καλαθι σας επιστροφη στο καταστημα καταστημα baby gifts more giftcard προσθεσε στην wishlist δωροκαρτα 20 00 200 00 price range 20 00 through 200 00 ποσο δωροκαρτας καντε μια επιλογη20 50 70 100 150 200 20 50 70 100 150 200 εκκαθαριση προς διαχ,,33b5371d24fce85a15030da4da9002e96f12f08f5ff6b93cfc77d9b311c69e1c
APPROVED,cmtb62m9i001394iyhpjrq5xk,Leparfum,Leparfum Gift Card,VERIFIED,beauty,for-her,80,OFFICIAL_BODY_PROXIMITY,n beauty cosmetics makeup face eyes lip gifts gothic fantasy vintage tree of life gift card homenew entriesperfumes fragrances for womenal haramain oriental perfumesfragrances for menelegants fragrancesniche perfumes,,4b9b63f2bea06d51b134feac8af65f54e9c738cf2e865fdc29b67aaf681ee8d5
APPROVED,cmtb62m9i001394iyhpjrq5xk,Leparfum,Leparfum Gift Card,VERIFIED,beauty,for-him,80,OFFICIAL_BODY_PROXIMITY,n beauty cosmetics makeup face eyes lip gifts gothic fantasy vintage tree of life gift card homenew entriesperfumes fragrances for womenal haramain oriental perfumesfragrances for menelegants fragrancesniche perfumesluxury perfumesmusklayered perfumesarabian perf,,c81954900fd83573e45304c77d66dbc74161942afe863ed3c7c91feeda830a3e
APPROVED,cmtb6uijf000p3giy2w2ofsxh,Black Swan LBS,Black Swan LBS Gift Card,VERIFIED,beauty,for-her,80,OFFICIAL_BODY_PROXIMITY,lifestyle accessories κοσμηματα4 νεσερερ1 διακοσμητικα βαζα8 κουπες4 gifts δωρα για εκεινην4 δωρα για εκεινον4 δωρα για το παιδι28 εποχιακα χριστουγεννα22 πασχαλινα7 vegan φυτικα ελαια εισοδος εγγραφη δωροκαρτα δωροκαρτα δωροκαρτα δωρεαν μεταφορικα δωρεαν μεταφορικα για ποσα ανω των 49 ευρ,,10d80296d371f49c6c0117c98f97baedca0ee2ede3b61da6c94b5cee5573a9d2
APPROVED,cmtb6uijf000p3giy2w2ofsxh,Black Swan LBS,Black Swan LBS Gift Card,VERIFIED,beauty,for-him,80,OFFICIAL_BODY_PROXIMITY,ies κοσμηματα4 νεσερερ1 διακοσμητικα βαζα8 κουπες4 gifts δωρα για εκεινην4 δωρα για εκεινον4 δωρα για το παιδι28 εποχιακα χριστουγεννα22 πασχαλινα7 vegan φυτικα ελαια εισοδος εγγραφη δωροκαρτα δωροκαρτα δωροκαρτα δωρεαν μεταφορικα δωρεαν μεταφορικα για ποσα ανω των 49 ευρω διαθεσιμοτητα αμεσ,,3094842f217dc29c95e27dd77c792a8b4b3a986a9af015097a42a2ab8e456f02
APPROVED,cmtb6uux3002i3giypec585z9,Lavalmore,Δωροκάρτα,VERIFIED,fashion,for-her,80,OFFICIAL_BODY_PROXIMITY, ποσοτητα προσθηκη 3 ατοκες δοσεις των 6 67 μεσω klarna κωδικος προιοντος laval giftcard κατηγοριες δωροκαρτα lavalmore blue monday sales galentine s day δωρα για γυναικες χριστουγεννιατικα δωρα valentine s essentials μαρκα lavalmore περιγραφη δωροκαρ,,97729ebc67af893592039cba154016527d49df9c8b9513139440db6b97233dea
APPROVED,cmtb6uyyo00343giydgpq1m37,Olia,Δωροκάρτα,VERIFIED,fashion,for-him,80,OFFICIAL_BODY_PROXIMITY,ες σπιτιου τσαντες πορτοφολια σακιδια πλατης τσαντες ωμου χειρος τσαντες χιαστι δωροκαρτα ανδρικα αναζητηση login register 0 items 0 00 υποστηριξη αναζητηση 0 items 0 00 αρχικη ,,eaa6ba6ec72f5a84571ddd8529bc75afa98e83a103874e649fad560e9e4080cb
APPROVED,cmtb6v334003q3giysxf9hqnj,Smarten,Δωροκάρτα,VERIFIED,jewelry-watches,for-him,80,OFFICIAL_BODY_PROXIMITY,est sellersβραχιολιαδαχτυλιδιασκουλαρικιακολιεμενταγιονσταυροιαλυσιδεςκαρφιτσες δωροκαρτα ανδρικα βραχιολιαδαχτυλιδιακολιεμανικετοκουμπασταυροιαλυσιδεςδιαφορα παιδικα βραχιολιακ,,f7c8346e3fbb6655840bda20ea6274f8a510dae37af353040a89027aba26c89b
APPROVED,cmtb77h85002vdkiyrade1jng,Pentavras Kes,Αγοράστε μία Δωροεπιταγή,VERIFIED,fashion,for-her,80,OFFICIAL_BODY_PROXIMITY,κες τσαντες αξεσουαρ βραχιολια κολιε σκουλαρικια δαχτυλιδια πορτοφολια πασμινες γυναικειες καλτσες ανδρικες καλτσες ρουχα παιδικα sales pentavras gift card 0 0 0 προιον τα 0 00 0 το καλαθι αγορων ειναι αδειο login register 0 0 o λογαρι,,fda0a4fedc0df0603fd94e1b5d3b569a5a00af925b25165b9b92fba847208678
APPROVED,cmtb77kk9003ddkiyhamgukvo,SUN ΦΛΕΡΤ,SUN ΦΛΕΡΤ - Gift Card,VERIFIED,fashion,for-her,80,OFFICIAL_BODY_PROXIMITY,ny nowness and timelessness the known and the unknown minimalism and maximalism for women and men that stand for a world full of sun and flirt instagram facebook quick links homeaboutshopgift cardblogcontact help info shipping returns payment methods contact us faqs contact u,,c54fcc14cfecce111b122ecbd86e448cbcb5b68d147e82f6083db734d8f9e392
APPROVED,cmtb77mdy003mdkiy52m5hkpz,Tokopeli,Δωροκάρτα,VERIFIED,kids-baby,for-kids,80,OFFICIAL_BODY_PROXIMITY,αιδικα παιχνιδια 2 4 ετων παιδικα παιχνιδια 4 6 ετων παιδικα παιχνιδια 6 9 ετων παιδικα παιχνιδια 9 12 ετων παιχνιδια 12 ετων ανω παιχνιδια βρεφικα φαγητο αξεσουαρ διακοσμηση βιβλια 0 home δωροκαρτα δωροκαρτα δωροκαρτα 0 αξιολογησεις γραψτε μια αξιολογηση 0 00 χωρις φπα 0 00 διαθεσιμοτητ,,c3372f913d3c798937c758aed692aff10e91bcbcddf0d07d493eabcd0a545877
APPROVED,cmtb77mdy003mdkiy52m5hkpz,Tokopeli,Δωροκάρτα,VERIFIED,kids-baby,new-baby,80,OFFICIAL_BODY_PROXIMITY, παιχνιδια 6 9 ετων παιδικα παιχνιδια 9 12 ετων παιχνιδια 12 ετων ανω παιχνιδια βρεφικα φαγητο αξεσουαρ διακοσμηση βιβλια 0 home δωροκαρτα δωροκαρτα δωροκαρτα 0 αξιολογησεις γραψτε μια αξιολογηση 0 00 χωρις φπα 0 00 διαθεσιμοτητα διαθεσιμ,,635b8fb22eb066b6fdf398af07a39d0aaf6c01c4a24257a916bde57fc6ea0c04
APPROVED,cmtb77ni3003sdkiyl9m6uyo5,Tresjoli,Αγοράστε μία Δωροεπιταγή,VERIFIED,kids-baby,for-kids,80,OFFICIAL_BODY_PROXIMITY,λικααδιαβροχα γαλοτσες ομπρελεςκασετινεςσακιδιο προπονησης κολυμβητηριου τσαντα παιδικου νηπιαγωγειουφαγητο ισοθερμικες τσαντες δοχειαπαγουρια θερμοςφαγητοδοχεια για microwave αρχικηo λογαριασμος μουαγορα δωροεπιταγηςσυνδεσηεγγραφηαπωλεια κωδικουο λογαριασμος μουβιβλιο διευθυνσεωνλιστα επιθυμιωνιστορικο παραγγελιωνλη,,399eb00274c2eed911bc04859659bc7e77362004ea1a3cfec0958c00c692cd9f
APPROVED,cmtb78f6y007mdkiyuykz63vg,Thiamia,Thiamia Gift Card,VERIFIED,kids-baby,new-baby,80,OFFICIAL_BODY_PROXIMITY,ree shipping over 70 within greecefree shipping over 70 within greece home shop gift card contact search for trending muslinsgift setsnewborn setsaccessoriestoysteething 0 open cart open account details clothing bodysuits,,5fa87187b43465ce99cc14750ce0bab6eda0dac758c88f498dc4617764ac565a
REJECTED,cmtb77j2x0035dkiyogo2a953,s Αρχεία,Gift Cards Αρχεία,VERIFIED,kids-baby,new-baby,80,OFFICIAL_BODY_PROXIMITY, αλλαγης μαιευτηριου πολυθρονες θηλασμου νεσεσερ τσαντες χειρος δωρακια δωρακια νεογεννητου μαιευτηριου δωρακια βαπτισης ευχετηριες καρτες milestone αναμνηστικα για τη μαμα για τον μπαμπα gift cards lanyards rockin sales search gift cards close filters φιλτρα φιλτρα τιμη κατασ,POLLUTED_ARCHIVE_IDENTITY_REQUIRES_CANONICAL_REPAIR,
