score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v2_bucket,v2_reason,v3_bucket,v3_reason
85,efeeth.gr,Αγοράστε μία Δωροεπιταγή - Efeeth.gr,https://efeeth.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Efeeth.gr,"Αγοράστε μία Δωροεπιταγή ; Δίκλινο Δωμάτιο με Τζάκι στο κτίριο ""Prespa Resort"", 80,00 €, 30,00% ; Δίκλινο Δωμάτιο με Τζάκι στο κτίριο ""Prespa Resort"", 80,00 €, 30 ...","site:.gr ""resort"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,energiers.gr,Energiers,https://energiers.gr/index.php?route,Δωροκάρτες,Δωροκάρτες Energiers. Πόσες φορές δεν αναρωτηθήκατε εάν επιλέξατε το σωστό μέγεθος ή στυλ ρούχου που ταιριάζει στον μικρό σας παραλήπτη; Μην προβληματίζεστε ...,"site:.gr ""δωροκάρτες""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,espressoshop.gr,Espressoshop.gr Νο 1 Κατάστημα πώλησης ...,https://espressoshop.gr/dorokarta/,Δωροκάρτα - Espressoshop.gr Νο 1 Κατάστημα πώλησης ...,"Intenso Cafe · Caffe Parana · Golden Brazil · Gran Salvador · Tonino Lamborghini ... Δωροκάρτα. Αγοράστε μια δωροκάρτα, και δώστε την δυνατότητα σε φίλους και ...","site:.gr ""cafe"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,fanpharmacy.gr,Δωροκάρτα - fanpharmacy.gr,https://fanpharmacy.gr/product/dorokarta/,Δωροκάρτα - fanpharmacy.gr,"Δωροκάρτα ... Κάντε το καλύτερο δώρο στους αγαπημένους σας. Εσείς κάνετε την αγορά της δωροκάρτας fanpharmacy και ο παραλήπτης μπορεί να διαλέξει ό,τι θέλει από ...","site:.gr ""pharmacy"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,femmefashion.gr,Αγοράστε μία Δωροεπιταγή - FemmeFashion,https://www.femmefashion.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - FemmeFashion,Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη.,"site:.gr ""fashion"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
65,floraplant.gr,GIFT CARD,https://floraplant.gr/gift-card/,GIFT CARD - Δωροκάρτα - Floraplant & Garden Center,Ανθοκομικές & Γεωπονικές Επιχειρήσεις Ανθοπωλείο Garden Center Γεωπονικό Κατάστημα Φυτώριο Παραγωγής Έργα Πρασίνου ... Garden Center. Please leave this field ...,"site:.gr ""garden"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,fortyboutique.gr,F.O.R.T.Y. Boutique Gift Card - The Perfect Gift for Every Occasion,https://www.fortyboutique.gr/en/products/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-f-o-r-t-y-boutique?srsltid,F.O.R.T.Y. Boutique Gift Card - The Perfect Gift for Every Occasion,Clothing · T-shirts & Tops · Shirts · Knitwear ... Δωροκάρτα F.O.R.T.Y. Boutique - Final. Close. Δωροκάρτα F.O.R.T.Y. Boutique - Final. F.O.R.T.Y. Boutique Gift ...,"site:.gr ""clothing"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
65,francesca.gr,Gift Card | francesca,https://www.francesca.gr/gift-card?lang=en,Gift Card | francesca,"Shipping to every part of the world. Pay securely with credit card/Paypal. Francesca Jewels - Tsamadou 33, Piraeus, Greece tel.+30 210 4132478. Facebook Page ...","""Piraeus"" ""home"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,galanthus-cosmetics.gr,Galanthus Cosmetics,https://galanthus-cosmetics.gr/product/dorokarta/?srsltid,Δωροκάρτα,Δωροκάρτα. ... © Galanthus Cosmetics. All Rights Reserved. Όροι Χρήσης και Πολιτική Απορρήτου. toggle icon. gr en de es fr it pl se fi pt ro si sk nl dk cz hu ...,"site:.gr ""cosmetics"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,geliajewelry.gr,Gelia Jewelry & Creations,https://geliajewelry.gr/products/dorokarta,Δωροκάρτα - Gelia Jewelry & Creations,"Άνοιγμα μέσου 6 στο βοηθητικό παράθυρο. 1 / από 1. Gelia Jewelry & Creations. Δωροκάρτα. Δωροκάρτα. Κανονική τιμή €20,00 EUR. Κανονική τιμή Τιμή έκπτωσης €20,00 ...","site:.gr ""jewelry"" ""δωροκάρτα""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,gifts4all.com.gr,Αγοράστε μία Δωροεπιταγή - Gifts 4 All,https://www.gifts4all.com.gr/account/voucher,Αγοράστε μία Δωροεπιταγή - Gifts 4 All,Αγοράστε μία Δωροεπιταγή ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη. E-mail παραλήπτη.,"site:.com.gr ""δωροεπιταγή""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,giftspot.gr,Giftspot,https://giftspot.gr/gallery/botrinis-en.html,Gift Cards - Giftspot,Offer an experience ... Chef Table + Wine pairing premium International. 890 €. Chef Table + Wine pairing premium International890 €. Offer a gift card ...,"site:.gr ""experience"" ""gift card""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,glamorousbeauty.gr,Αγοράστε μία Δωροεπιταγή - Glamorous Beauty Salon,https://glamorousbeauty.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Glamorous Beauty Salon,GLAMOROUS BEAUTY SALON · SERVICES | ΥΠΗΡΕΣΙΕΣ · BOOK ONLINE ... Glamorous Beauty Salon. Cart 0. O Λογαριασμός μου · Αγορά Δωροεπιταγής. Αγοράστε μία Δωροεπιταγή.,"site:.gr ""beauty"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,globi.gr,Globi Digital Gift Card,https://globi.gr/product/dwrokarta/,Globi Digital Gift Card | Δωροκάρτα Τεχνολογίας Online,Αγόρασε δωροκάρτα τεχνολογίας Online από το Globi. Digital Gift Card με άμεση ... SteelSeries Gaming Keyboard Apex Pro TKL Wireless 2023 US-Layout (64865).,"site:.gr ""gaming"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,goalsports.gr,Αγοράστε μία Δωροεπιταγή - goalsports.gr,https://www.goalsports.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - goalsports.gr,Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη. E-mail παραλήπτη. Το όνομα σας. Το e-mail σας. Θέμα ...,"site:.gr ""sports"" ""δωροεπιταγή""",1,data\discovery\focused-harvest-v7\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,groombox.gr,Groombox,https://groombox.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα - Groombox,PET SHOP Αγία Βαρβάρα · PET SHOP Αγία Μαρίνα · PET SHOP Αγία Παρασκευή · PET ... Αρχική σελίδα / PET SHOP Πύργος / Δωροκάρτα.,"site:.gr ""pet shop"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,happydonkey.gr,Happydonkey,https://happydonkey.gr/products/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1?srsltid,Δωροκάρτα,"Αρχική / Προιόντα / Δωροκάρτα. Δωροκάρτα · Happy Donkey Crafts and Gifts. Δωροκάρτα. €10,00 €10,00. Ποσό Δωροκάρτας: €10.00. €10.00, €15.00, €20.00, €25.00, € ...","site:.gr ""gifts"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,hellokids.gr,Ηλεκτρονική Δωροκάρτα – HelloKids.gr,https://www.hellokids.gr/products/%CE%B7%CE%BB%CE%B5%CE%BA%CF%84%CF%81%CE%BF%CE%BD%CE%B9%CE%BA%CE%AE-%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1?srsltid,Ηλεκτρονική Δωροκάρτα – HelloKids.gr,"Με τη δωροκάρτα hello kids, ο κάτοχος μπορεί να κάνει αγορές και να επιλέξει ανάμεσα σε 3.000 παιχνίδια, κατασκευές, παζλ, stencil, μωσαϊκά, επιτραπέζια, είδη ...","site:.gr ""kids"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,heraklionimprov.gr,Δωροκάρτα Heraklion Improv Theater,https://www.heraklionimprov.gr/shop/dorokarta-heraklion-improv-theater/,Δωροκάρτα Heraklion Improv Theater,"Δώρισε Improv! ... Επίλεξε το ποσό που θέλεις, και δώσε την Δωροκάρτα της Heraklion Improv Theater στα αγαπημένα σου πρόσωπα! Κάνε τους να πετάνε απ' την χαρά!","""Heraklion"" ""δωροκάρτα""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,hotelequipment.gr,Αγοράστε μία Δωροεπιταγή - Hotel Equipment,https://www.hotelequipment.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Hotel Equipment,"Hotel Equipment. 0 · 0 προϊόν(τα) - 0,00€ 0 · O Λογαριασμός μου · Αγορά Δωροεπιταγής. Αγοράστε μία Δωροεπιταγή ... Copyright © 2023, Hotel Equipment, All Rights ...","site:.gr ""hotel"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,hypnotejewelry.gr,"Hypnote Jewelry | Woman, Man Accessories ...",https://hypnotejewelry.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,"Δωροκάρτα - Hypnote Jewelry | Woman, Man Accessories ...","Hypnote Jewelry | Woman, Man Accessories, eshop for jewelry. Search open. 0 ... Δωροκάρτα. 5.00 € 50.00 € -50% OFF. Ποσό Δωροκάρτας. Κάντε μία επιλογή, 10 ...","site:.gr ""jewelry"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,joyfashion.gr,Αγοράστε μία Δωροεπιταγή - Joy Fashion,https://www.joyfashion.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Joy Fashion,Joy Fashion. All. All; BRIGITTE; ΑΞΕΣΟΥΑΡ; ΠΑΠΟΥΤΣΙΑ ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας.,"site:.gr ""fashion"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,joykidsboutique.gr,Joykidsboutique,https://joykidsboutique.gr/?post_type,Δωροκάρτα,Δωρίστε μια Δωροκάρτα στους αγαπημένους σας και αφήστε τους να διαλέξουν το δώρο τους. Δωροκάρτα ... Copyright © 2026 Joy Kids Boutique. Powered by MK.,"site:.gr ""kids"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,karam.gr,Karam Spa - Karam - Προϊόντα ευεξίας & ομορφιάς,https://karam.gr/product/dwrokarta-karam-spa/,Δωροκάρτα Karam Spa - Karam - Προϊόντα ευεξίας & ομορφιάς,"Η Δωροκάρτα μπορεί να χρησιμοποιηθεί στα παρακάτω: ☆ Mystras Grand Hotel Resort & Spa ☆ Las Hotel & Spa. * Αφού προχωρήσετε στην αγορά, σε επόμενο βήμα θα ...","site:.gr ""hotel"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,katoflitavern.gr,www.katoflitavern.gr,https://www.katoflitavern.gr/en/product/dorokarta/,Δωροκάρτα – www.katoflitavern.gr,"Offer the Gift of a Dining Experience. Gift Card Amount. Choose an amount, 50 €, 100 €, 150 €, 200 €, Other amount. Clear. Other amount (€).","site:.gr ""experience"" ""δωροκάρτα""",6,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,kivotosoniron.gr,Kivotos Oniron | ideas for kids,https://www.kivotosoniron.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα - Kivotos Oniron | ideas for kids,"Δωροκάρτα ; Price range · €10,00 through €200,00 ; Κωδικός προϊόντος: Μ/Δ ; Κατηγορία: ΔΩΡΟΚΑΡΤΑ ; Newsletter. Εγγραφή στο ενημερωτικό δελτίο ; KIVOTOSONIRON 2025 ...","site:.gr ""kids"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,kouskoufashionproject.gr,Kouskoufashionproject,https://kouskoufashionproject.gr/en/collections/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1,Δωροκάρτα,Δωροκάρτα. Filter. Sort by. Most relevant. Featured ... Whether you are in Rhodes or part of our online ... © 2026 Kouskou Fashion Project. Powered by ...,"""Rhodes"" ""fashion"" ""δωροκάρτα""",7,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,lartedimassaggio.gr,Δωροκάρτα Μασάζ L'Arte di Massaggio -,https://lartedimassaggio.gr/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα Μασάζ L'Arte di Massaggio -,Η δωροκάρτα μασάζ και όχι μόνο μας παρέχει την ελευθερία στον παραλήπτη ... Body Massage · Body Treatments · Face Treatments · Slimming & Sculpting Massage.,"site:.gr ""massage"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,lavalmore.gr,Lavalmore,https://lavalmore.gr/categories/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/?srsltid,Δωροκάρτα,Χάρισε ένα μοναδικό δώρο σε εκείνους που αγαπάς με την δωροκάρτα του Lavalmore. Επίλεξε ποσό online και φόρτωσε τη Lavalmore GiftCard ... Flower Lace Lingerie ...,"site:.gr ""lingerie"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,laviejewelry.gr,Laviejewelry,https://www.laviejewelry.gr/el/collections/gift-cart?srsltid,Δωροκάρτα,"Συλλογή: Δωροκάρτα. Φιλτράρισμα: Διαθεσιμότητα ... La Vie Jewelry Gift Cart. Παραγγελίες. Πολιτική ... © 2026, La Vie Jewelry Με την υποστήριξη της Shopify.","site:.gr ""jewelry"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
