score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v2_bucket,v2_reason
85,catrinbeaute.gr,Αγοράστε μία Δωροεπιταγή - Catrinbeaute,https://www.catrinbeaute.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Catrinbeaute,Eolia Cosmetics · Ardell Professional ... Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας.,"site:.gr ""cosmetics"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,cestino.gr,Δωροκάρτα – Cestino,https://cestino.gr/product-category/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα – Cestino,Δωροκάρτα · Σπίτι · Κουζίνα · Hobby · Περιποίηση · Παιδί · Κατοικίδια · Προσφορές Έως και 18/05 · Δωροκάρτα.,"site:.gr ""hobby"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
100,charlybaron.com,Makeup Gift Cards | Give the Gift of Natural Cosmetics - Charly Baron,https://www.charlybaron.com/en/gift-voucher/?srsltid=AfmBOoovX5G88d3igwwaL8EHD7jyGV54Hrvz3624Z1MDfbozWKIJEg2P,Makeup Gift Cards | Give the Gift of Natural Cosmetics - Charly Baron,"Greece, Hong Kong, Hungary, Iceland, India, Ireland, Israel, Italy, Japan, Jordan ... A cosmetics gift voucher gives the recipient the freedom to choose for ...","""Greece"" ""cosmetics"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
100,cinobo.com,What is Cinobo Gift Card and what does it offer?,https://cinobo.com/en/help/cinobo-gift-card/what-is-cinobo-gift-card-and-what-does-it-offer,What is Cinobo Gift Card and what does it offer?,Cinobo Gift Card is a digital gift card that you can purchase as a gift ... Access to the biggest community of cinema lovers in Greece where you get to ...,"""cinema"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
55,coffeelovers.gr,Coffeelovers Giftcard,https://coffeelovers.gr/product/coffeelovers-giftcard/,Coffeelovers Giftcard,Δωροκάρτα (Giftcard) · Αρχική · Επαγγελματικός Εξοπλισμός Cafe – Bar · Το αντικείμενο μας · Οι Υπηρεσίες μας · SCA Coffee Skills Diploma · SCA Coffee Skills ...,"site:.gr ""cafe"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
55,colordrop.gr,Giftcard - ColorDrop,https://colordrop.gr/giftcard/,Giftcard - ColorDrop,Δωροκάρτα μέσω e-mail. Κάντε ένα ξεχωριστό δώρο στα αγαπημένα σας πρόσωπα ... BUSINESS DECOR · Google reviews · IRIS Card · NFC Business Card · Social Links ...,"site:.gr ""decor"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,confetti-gifts.gr,Δωροκάρτα - Confetti - Gifts,https://confetti-gifts.gr/product/dwrokarta-confetti-gifts/,Δωροκάρτα - Confetti - Gifts,"Χάρισε απόλυτη ευελιξία με τη δωροκάρτα Confetti Gifts! Ιδανική για κάθε περίσταση, με άμεση ηλεκτρονική αποστολή και επιλογή ποσού.","site:.gr ""gifts"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
100,cottonandcrete.com,Cotton and Crete E,https://cottonandcrete.com/products/cotton-and-crete-gift-card?srsltid=AfmBOor0XJZehj8qBkx7LSMjjDpSL8bDW_p4DxHp0HxpA0yaMhX-Z15d,Cotton and Crete E-Gift Card,Cotton and Crete E-Gift Card. $10.00. Change. Regular price $10.00. Add to Bag.,"""Crete"" ""gift card""",6,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
100,daphnes-greekcafe.com,Daphne's Greek Cafe Gift Cards,https://daphnes-greekcafe.com/gift-cards/check,Daphne's Greek Cafe Gift Cards,Buy Daphne's Greek Cafe gift cards online. The perfect gift for any occasion. Send a gift card instantly to family or friends.,"""cafe"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
80,decomagia.gr,Decomagia,https://www.decomagia.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%B5%CF%80%CE%B9%CF%84%CE%B1%CE%B3%CE%AE/?srsltid,Δωροεπιταγή,"INKA SILK VIVA DECOR 62,5ML · PERLEN PEN 25ML VIVA DECOR · ΑΚΡΥΛΙΚΑ ΧΡΩΜΑΤΑ ... Δωροεπιταγή. Κωδικός προϊόντος: 245253. Κωδικός Κατασκευαστή: gft1. BOX NOW ...","site:.gr ""decor"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
85,designerclothes.gr,Αγοράστε μία Δωροεπιταγή - Designer Clothes,https://designerclothes.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Designer Clothes,"Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ... Copyright © 2021, Designer Clothes Fashion Store - Σχεδίαση και φιλοξενία AWE.gr.","site:.gr ""fashion"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
55,dimitrasartglassstudio.com,"Dimitra's Art Glass Studio - Thessaloniki, Greece",https://dimitrasartglassstudio.com/giftcards.php?id=3,"Dimitra's Art Glass Studio - Thessaloniki, Greece","Dimitra's Art Glass Studio - Thessaloniki, Greece. ... δωροκάρτα ποσού, δίνοντας στον παραλήπτη τη δυνατότητα να επιλέξει ο ίδιος ...","""art"" ""δωροκάρτα"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
80,district75.gr,Χάρισε μια Δωροκάρτα - District75,https://www.district75.gr/doro-karta,Χάρισε μια Δωροκάρτα - District75,e-Gift Card · All For You. Επιστροφές. Χάρισε μια Δωροκάρτα ... Η Δωροκάρτα εξαργυρώνεται στο district75.gr & σε όλα τα φυσικά καταστήματα ZAKCRET Sports.,"site:.gr ""sports"" ""gift card""",7,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
100,divanicaravelhotel.com,The Ultimate Gift | Divani Caravel Hotel Gift Card,https://divanicaravelhotel.com/gift-card/,The Ultimate Gift | Divani Caravel Hotel Gift Card,"... Athens Spa & Thalasso Center, here you will find them in abundance. Extra tip: the recipient will be able to redeem your Gift within 1 year! Gift Card Type.","""Athens"" ""spa"" ""gift card""",7,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
80,dmktools.gr,Δωροκάρτα - Dmktools.gr,https://dmktools.gr/product/organa-metrisis/trochi-odikis-metrisis/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα - Dmktools.gr,Δωροκάρτα. 32.00€. Δωροκάρτα ποσότητα. Προσθήκη στο καλάθι. Προσθήκη στην λίστα επιθυμιών. Κατηγορία: Τροχοί Οδικής Μέτρησης. Κοινοποίηση. Facebook Email ...,"site:.gr ""tools"" ""δωροκάρτα""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
65,drills-apparel.com,DRILLS Apparel gift voucher - give the gift of pure joy!,https://drills-apparel.com/en/products/gift-card?srsltid=AfmBOopH-DVQ8NZdf78qACrS5i4DMWE1KgeTcu23GLNci1VdzpegepdM,DRILLS Apparel gift voucher - give the gift of pure joy!,... sportswear and accessories. Our vouchers are available in four denominations ... Greece (EUR €); Hong Kong SAR (EUR €); Hungary (EUR €); Ireland (EUR ...,"""Greece"" ""sportswear"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
80,eboxing.gr,eboxing,https://www.eboxing.gr/%CF%80%CF%81%CE%BF%CF%8A%CF%8C%CE%BD%CF%84%CE%B1/gift/,Δωροκάρτα eboxing,"... Δωροκάρτα eboxing. / Προϊόν.. Δωροκάρτα eboxing. 10,00 € - 500,00 €. Σε ... fitness, ακόμη και όργανα γυμναστικής. Εύκολα Βήματα για να χαρίσεις eGift ...","site:.gr ""fitness"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
85,efeeth.gr,Αγοράστε μία Δωροεπιταγή - Efeeth.gr,https://efeeth.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Efeeth.gr,"Αγοράστε μία Δωροεπιταγή ; Δίκλινο Δωμάτιο με Τζάκι στο κτίριο ""Prespa Resort"", 80,00 €, 30,00% ; Δίκλινο Δωμάτιο με Τζάκι στο κτίριο ""Prespa Resort"", 80,00 €, 30 ...","site:.gr ""resort"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
100,elementsmassage.com,Elements Massage Gift Card - Rhodes Ranch,https://elementsmassage.com/rhodes-ranch/gift-cards,Elements Massage Gift Card - Rhodes Ranch,Elements Massage Gift Card. GIFTING JUST GOT A WHOLE LOT Better. Give the Gift ... Connect with Elements Rhodes Ranch. Franchise · Suppliers · Careers · Contact ...,"""Rhodes"" ""massage"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
80,energiers.gr,Energiers,https://energiers.gr/index.php?route,Δωροκάρτες,Δωροκάρτες Energiers. Πόσες φορές δεν αναρωτηθήκατε εάν επιλέξατε το σωστό μέγεθος ή στυλ ρούχου που ταιριάζει στον μικρό σας παραλήπτη; Μην προβληματίζεστε ...,"site:.gr ""δωροκάρτες""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
70,enoajewellery.com,€20 Énoa Jewellery Studio Gift Card,https://enoajewellery.com/products/20-enoa-jewellery-studio-gift-card?srsltid=AfmBOopGTtSy7L_qDgARaYVTIWWlesfB38kRpcDnFc7Hm5T77SMJknQh,€20 Énoa Jewellery Studio Gift Card,"Watches · Necklaces · Rings · Earrings · Bracelets · FESTINA · Men's Watches · LOTUS · Lotus ... Peristeri, Attiki 12131. Greece. Orders selected for in-store ...","""Peristeri"" ""watches"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
100,ersanails.com,Ersa Nails Gift Card,https://ersanails.com/products/ersa-nails-gift-card?srsltid=AfmBOoos23SPMxkmdkd4W1ye6XPxxhstlZy1_zTdo3OTR_STGD2F3HHA,Ersa Nails Gift Card,"Give the gift of flawless, trendy nails with the Ersa Nails E-Gift Card ... Greece (EUR€); Hong Kong SAR (HKD$); Hungary (HUFFt); Iceland (ISKkr); India (INR ...","""Greece"" ""nails"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
85,espressoshop.gr,Espressoshop.gr Νο 1 Κατάστημα πώλησης ...,https://espressoshop.gr/dorokarta/,Δωροκάρτα - Espressoshop.gr Νο 1 Κατάστημα πώλησης ...,"Intenso Cafe · Caffe Parana · Golden Brazil · Gran Salvador · Tonino Lamborghini ... Δωροκάρτα. Αγοράστε μια δωροκάρτα, και δώστε την δυνατότητα σε φίλους και ...","site:.gr ""cafe"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
65,etq-amsterdam.com,ETQ Amsterdam Gift Card - Virtual Gift Voucher,https://www.etq-amsterdam.com/products/gift-card,ETQ Amsterdam Gift Card - Virtual Gift Voucher,"Sneakers. Loafers Men. Loafers. Runners. Desert ... Greece, Hong Kong SAR, Hungary, Iceland, Ireland, Italy, Latvia, Liechtenstein ...","""Greece"" ""sneakers"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
65,facetheory.com,Facetheory Digital Gift Card,https://www.facetheory.com/en-gb/products/facetheory-gift-card?srsltid=AfmBOoosqd5zTK0gk_BbC5mV034BHa2nqIgzTx10lp7SJEuMUfmL8IYj,Facetheory Digital Gift Card,"Greece, Guernsey, Hong Kong SAR, Hungary, Iceland, Ireland, Isle of Man, Italy, Japan, Jersey, Latvia ... SKINCARE QUIZ. Find your best skincare routine. GET ...","""skincare"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
85,fanpharmacy.gr,Δωροκάρτα - fanpharmacy.gr,https://fanpharmacy.gr/product/dorokarta/,Δωροκάρτα - fanpharmacy.gr,"Δωροκάρτα ... Κάντε το καλύτερο δώρο στους αγαπημένους σας. Εσείς κάνετε την αγορά της δωροκάρτας fanpharmacy και ο παραλήπτης μπορεί να διαλέξει ό,τι θέλει από ...","site:.gr ""pharmacy"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
85,femmefashion.gr,Αγοράστε μία Δωροεπιταγή - FemmeFashion,https://www.femmefashion.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - FemmeFashion,Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη.,"site:.gr ""fashion"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
65,floraplant.gr,GIFT CARD,https://floraplant.gr/gift-card/,GIFT CARD - Δωροκάρτα - Floraplant & Garden Center,Ανθοκομικές & Γεωπονικές Επιχειρήσεις Ανθοπωλείο Garden Center Γεωπονικό Κατάστημα Φυτώριο Παραγωγής Έργα Πρασίνου ... Garden Center. Please leave this field ...,"site:.gr ""garden"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,fortyboutique.gr,F.O.R.T.Y. Boutique Gift Card - The Perfect Gift for Every Occasion,https://www.fortyboutique.gr/en/products/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-f-o-r-t-y-boutique?srsltid,F.O.R.T.Y. Boutique Gift Card - The Perfect Gift for Every Occasion,Clothing · T-shirts & Tops · Shirts · Knitwear ... Δωροκάρτα F.O.R.T.Y. Boutique - Final. Close. Δωροκάρτα F.O.R.T.Y. Boutique - Final. F.O.R.T.Y. Boutique Gift ...,"site:.gr ""clothing"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
65,francesca.gr,Gift Card | francesca,https://www.francesca.gr/gift-card?lang=en,Gift Card | francesca,"Shipping to every part of the world. Pay securely with credit card/Paypal. Francesca Jewels - Tsamadou 33, Piraeus, Greece tel.+30 210 4132478. Facebook Page ...","""Piraeus"" ""home"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
100,fredericmalle.eu,Gift Card Terms and Conditions - Frederic Malle,https://www.fredericmalle.eu/terms-giftcard,Gift Card Terms and Conditions - Frederic Malle,"Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Monaco ... Any issue with using the Gift Card (e.g. Gift Card number or secret code not ...","""Greece"" ""computers"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
80,galanthus-cosmetics.gr,Galanthus Cosmetics,https://galanthus-cosmetics.gr/product/dorokarta/?srsltid,Δωροκάρτα,Δωροκάρτα. ... © Galanthus Cosmetics. All Rights Reserved. Όροι Χρήσης και Πολιτική Απορρήτου. toggle icon. gr en de es fr it pl se fi pt ro si sk nl dk cz hu ...,"site:.gr ""cosmetics"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,geliajewelry.gr,Gelia Jewelry & Creations,https://geliajewelry.gr/products/dorokarta,Δωροκάρτα - Gelia Jewelry & Creations,"Άνοιγμα μέσου 6 στο βοηθητικό παράθυρο. 1 / από 1. Gelia Jewelry & Creations. Δωροκάρτα. Δωροκάρτα. Κανονική τιμή €20,00 EUR. Κανονική τιμή Τιμή έκπτωσης €20,00 ...","site:.gr ""jewelry"" ""δωροκάρτα""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
85,gifts4all.com.gr,Αγοράστε μία Δωροεπιταγή - Gifts 4 All,https://www.gifts4all.com.gr/account/voucher,Αγοράστε μία Δωροεπιταγή - Gifts 4 All,Αγοράστε μία Δωροεπιταγή ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη. E-mail παραλήπτη.,"site:.com.gr ""δωροεπιταγή""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,giftspot.gr,Giftspot,https://giftspot.gr/gallery/botrinis-en.html,Gift Cards - Giftspot,Offer an experience ... Chef Table + Wine pairing premium International. 890 €. Chef Table + Wine pairing premium International890 €. Offer a gift card ...,"site:.gr ""experience"" ""gift card""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
85,glamorousbeauty.gr,Αγοράστε μία Δωροεπιταγή - Glamorous Beauty Salon,https://glamorousbeauty.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Glamorous Beauty Salon,GLAMOROUS BEAUTY SALON · SERVICES | ΥΠΗΡΕΣΙΕΣ · BOOK ONLINE ... Glamorous Beauty Salon. Cart 0. O Λογαριασμός μου · Αγορά Δωροεπιταγής. Αγοράστε μία Δωροεπιταγή.,"site:.gr ""beauty"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
85,globi.gr,Globi Digital Gift Card,https://globi.gr/product/dwrokarta/,Globi Digital Gift Card | Δωροκάρτα Τεχνολογίας Online,Αγόρασε δωροκάρτα τεχνολογίας Online από το Globi. Digital Gift Card με άμεση ... SteelSeries Gaming Keyboard Apex Pro TKL Wireless 2023 US-Layout (64865).,"site:.gr ""gaming"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
