bucket,reason,domain,merchantName,possibleOfficialUrl,title,score,occurrences,notes,sourceFiles
SAFE,greek_domain_direct_gift_url_and_text,sonycenters.gr,Sony PlayStation Δωροκάρτα €25 - PS Plus,https://sonycenters.gr/playstation/propliromenes-kartes-ps-plus/syndromes-ps-plus/sony-playstation-dorokarta-25/?srsltid=AfmBOorJ7Zutj9JyqxEsBACi6v2XKiTOWpYOAubFhgJWO4avSE_fY0ND,Sony PlayStation Δωροκάρτα €25 - PS Plus,80,1,Home Cinema projectors · Laser projectors · Αξεσουάρ - Βάσεις · Ήχος. Ακουστικά ... Sony PlayStation Δωροκάρτα €25. Αρχική / PlayStation / Προπληρωμένες Κάρτες ...,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv
SAFE,greek_domain_direct_gift_url_and_text,spitishop.gr,Οδηγός Αγοράς Για Δωροκάρτες | Spitishop.gr,https://www.spitishop.gr/content/283-odigos-agoras-gia-dorokartes,Οδηγός Αγοράς Για Δωροκάρτες | Spitishop.gr,85,1,Ανακαλύψτε στο Spitishop tips & συμβουλές για τις δωροκάρτες Spitishop. Προσφέρετε ως δώρο μια δωροκάρτα ... Decor Ango Brilliant Diolamp Eurolamp Grundig Heronia ...,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv
SAFE,greek_domain_direct_gift_url_and_text,sportsdirect.gr,Multi Store E-Voucher Gift Card - Online and High Street,https://www.sportsdirect.gr/gift-cards-multi-store-e-voucher-gift-card---online-and-high-street-966004,Multi Store E-Voucher Gift Card - Online and High Street,100,5,Shop the Gift Cards Multi Store E-Voucher Gift Card - Online and High Street from UK's No.1 sports retailer. Order in-store or online and start saving ...,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
SAFE,greek_domain_direct_gift_url_and_text,sportvision.gr,Κατάστημα αθλητικών ειδών | Sport Vision,https://www.sportvision.gr/terms-and-conditions-for-the-gift-cards,Κατάστημα αθλητικών ειδών | Sport Vision,55,1,Η ελάχιστη αξία ανά δωροκάρτα είναι 20€ και η μέγιστη αξία είναι 300€ .Η δωροκάρτα μπορεί να χρησιμοποηθεί σε μια συναλλαγή και δεν μεταφέρετε το υπόλοιπο της.,data\discovery\mega-harvest-v6\clean-v6\review.csv
SAFE,greek_domain_direct_gift_url_and_text,summitgym.ufr.gr,Δωροκάρτα 9€ | Γυμναστήριο SUMMIT Ναύπλιο,https://summitgym.ufr.gr/reward-archives/9euro-giftcard-wheel/,Δωροκάρτα 9€ | Γυμναστήριο SUMMIT Ναύπλιο,100,3,Reward: Δωροκάρτα 9€ – Γυμναστήριο Summit Ναύπλιο Reward Banner. Reward: Δωροκάρτα 9€ – Γυμναστήριο Summit Ναύπλιο · Δωροκάρτα 9€ ... SUMMIT GYM INSIDER PORTAL.,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
SAFE,greek_domain_direct_gift_url_and_text,tanea.gr,Όσκαρ: Τι κρύβει η φετινή gift card,https://www.tanea.gr/2024/03/09/lifearts/cinema/oskar-ti-kryvei-i-fetini-gift-card/,Όσκαρ: Τι κρύβει η φετινή gift card,100,3,Ο κύβος του Ρούμπικ και διαμονή σε πολυτελές ελβετικό σαλέ μεταξύ των φετινών δώρων. Όσκαρ: Τι κρύβει η φετινή gift card.,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
SAFE,greek_domain_direct_gift_url_and_text,tattooathens.com.gr,LTS Gift Card 20,https://tattooathens.com.gr/component/hikashop/product/46-lts-gift-card-20,LTS Gift Card 20,100,1,"LTS Gift Card 20. 20,00 €. A unique present for friends and loved ones is this gift card from Lonis Tattoo Studio. Because some gifts are forever! The Gift Card ...",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
SAFE,greek_domain_direct_gift_url_and_text,thetoc.gr,Gift card από τα Public: Χριστούγεννα χωρίς το άγχος της ...,https://www.thetoc.gr/epixeiriseis/article/gift-card-apo-ta-public-xristougenna-xoris-to-agxos-tis-epilogis/,Gift card από τα Public: Χριστούγεννα χωρίς το άγχος της ...,100,3,Η gift card των Public είναι το δώρο που προσαρμόζεται σε κάθε προσωπικότητα. ... My market Local: 4 χρυσά βραβεία στα Supermarket Awards 2025!,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
SAFE,greek_domain_direct_gift_url_and_text,tkdmarousi.gr,Vouchers 50%,https://tkdmarousi.gr/product/gift-cards-vouchers-50/,Gift Cards Vouchers 50%,100,3,... beauty studio or in our cosmetic shop. Amount is flexible and you can personalize your gift card with a message. ... Copyright © 2022 Marousi Martial Arts Academy,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
SAFE,greek_domain_direct_gift_url_and_text,tripadvisor.com.gr,"Dirextra Experiences, Courses and gift vouchers",https://www.tripadvisor.com.gr/Attraction_Review-g187069-d26696852-Reviews-Dirextra_Experiences_Courses_and_gift_vouchers-Manchester_Greater_Manchester_Eng.html,"Dirextra Experiences, Courses and gift vouchers",100,3,"Dirextra Experiences, Courses and gift vouchers, Μάντσεστερ - Δείτε κριτικές, πληροφορίες και φωτογραφίες στο Tripadvisor (Dirextra Experiences, Courses and ...",data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
SAFE,greek_domain_direct_gift_url_and_text,vendora.gr,"Hotel key Daniel hotel καινούργιο,… - € 3,00",https://vendora.gr/items/ygwoqw/hotel-keygift-card-dead-sea-diamond-daniel-hotel-klidi-xenodochiou-katastasi-kenourgio.html,"Hotel key Daniel hotel καινούργιο,… - € 3,00",55,1,"Αγόρασε: Hotel key Daniel hotel καινούργιο, δωροκάρτα Dead sea… με € 3,00 ή βρες περισσότερες προσφορές στην κατηγορία Άλλα - Vendora.gr.",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
SAFE,greek_domain_direct_gift_url_and_text,xalkiadakis.gr,Χαλκιαδάκης και Happy Home: Χαρίστε Αγάπη ...,https://xalkiadakis.gr/article/giftcard_xalkiadakis?srsltid,Δωροκάρτα Χαλκιαδάκης και Happy Home: Χαρίστε Αγάπη ...,100,5,Δωροκάρτα Χαλκιαδάκης και Happy Home: Χαρίστε Αγάπη και Αξία με Ένα Δώρο που διαρκεί! · Ευκολία στη χρήση σε όλα τα Super Market Χαλκιαδάκης ...,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
SAFE,greek_domain_direct_gift_url_and_text,zougla.gr,Ηλεκτρονική δωροκάρτα Skroutz: Μια ακόμη υπηρεσία του ...,https://www.zougla.gr/technology/world-of-tech/ilektroniki-dorokarta-skroutz-mia-akomi-ipiresia-tou-skroutz-marketplace-gia-ka8e-peristasi/,Ηλεκτρονική δωροκάρτα Skroutz: Μια ακόμη υπηρεσία του ...,80,1,"Ο χρήστης μπορεί να επιλέξει δωροκάρτα αξίας 20€, 50€, 100€ και 150€, και για την αποστολή της αρκεί απλά να γνωρίζει το email του παραλήπτη. Η ...",data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv
