bucket,reason,domain,merchantName,possibleOfficialUrl,title,score,occurrences,notes,sourceFiles
REVIEW,plausible_giftcard_but_needs_human_check,en.lesmaisonsdecampagne.com,Com,https://en.lesmaisonsdecampagne.com/bons-cadeaux,Gift vouchers,80,2,"... Spa treatments). All meals (dinner on the day of arrival, breakfast and ... gift voucher. 90-minute massage: €150 gift voucher ‍. All our gift vouchers ...",data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,en.oohmygreece.com,Gift Card,https://en.oohmygreece.com/carte-cadeau,Gift Card,80,6,Oohmygreece gift vouchers. So beautiful that you will be tempted to keep them for yourself. SEE GIFT CARD.,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,en.webtours.bg,Gift voucher - WEB TOURS,https://en.webtours.bg/gifts,Gift voucher - WEB TOURS,80,5,"GIFT VOUCHER. Give the gift of travel! Our vouchers allow your loved ones to choose their perfect adventure. Flexible, convenient and valid for 12 months ...",data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v2\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,endclothing.zendesk.com,Purchasing an Online Gift Card,https://endclothing.zendesk.com/hc/en-us/articles/6016849911580-Purchasing-an-Online-Gift-Card,Purchasing an Online Gift Card,100,4,"Ordering an online gift card is easy! Simply follow these steps: Click HERE to go to our ""END. Gift Card"" page where you can ... (Europe) English ( ...",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,eneba.com,AirlineGift Gift Card 100 EUR Key GREECE,https://www.eneba.com/airlinegift-airlinegift-gift-card-100-eur-key-greece?srsltid=AfmBOorauo6TVnmnmuBUPYgUmMJKFD1O-puKseGzc6qXW8A88zXnQcI4,AirlineGift Gift Card 100 EUR Key GREECE,100,1,AirlineGift offers the world's best airline gift card and online travel booking selection with a unique choice of 450 Airlines to book a flight to almost ...,data\discovery\mass-harvest-v5\clean-v5.5\review.csv
REVIEW,plausible_giftcard_but_needs_human_check,energiers.gr,Energiers,https://energiers.gr/index.php?route,Δωροκάρτες,80,1,Δωροκάρτες Energiers. Πόσες φορές δεν αναρωτηθήκατε εάν επιλέξατε το σωστό μέγεθος ή στυλ ρούχου που ταιριάζει στον μικρό σας παραλήπτη; Μην προβληματίζεστε ...,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv
REVIEW,plausible_giftcard_but_needs_human_check,energyin.gr,"Με αγορά LG TWINWash, δωροεπιταγή έως €150 για ...",https://energyin.gr/2018/10/15/%CE%BC%CE%B5-%CE%B1%CE%B3%CE%BF%CF%81%CE%AC-lg-twinwash-%CE%B4%CF%89%CF%81%CE%BF%CE%B5%CF%80%CE%B9%CF%84%CE%B1%CE%B3%CE%AE-%CE%AD%CF%89%CF%82-e150-%CE%B3%CE%B9%CE%B1-%CE%B1%CE%B3%CE%BF%CF%81%CE%AD/,"Με αγορά LG TWINWash, δωροεπιταγή έως €150 για ...",85,6,"Από τη σήμερα 15 Οκτωβρίου μέχρι τις 15 Νοεμβρίου, η LG Electronics ... δωροκάρτα INTERSPORT αξίας έως 150€. Στην προωθητική ενέργεια ...",data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,enoajewellery.com,€20 Énoa Jewellery Studio Gift Card,https://enoajewellery.com/products/20-enoa-jewellery-studio-gift-card?srsltid=AfmBOopGTtSy7L_qDgARaYVTIWWlesfB38kRpcDnFc7Hm5T77SMJknQh,€20 Énoa Jewellery Studio Gift Card,70,1,"Watches · Necklaces · Rings · Earrings · Bracelets · FESTINA · Men's Watches · LOTUS · Lotus ... Peristeri, Attiki 12131. Greece. Orders selected for in-store ...",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v3\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,ensun.io,Top 17 Gift Card Manufacturers in Netherlands (2026),https://ensun.io/search/gift-card/netherlands,Top 17 Gift Card Manufacturers in Netherlands (2026),100,4,"Discover all relevant Gift Card Manufacturers in Netherlands, including giftcards.group and Eatcard Hospitality Reinvented.",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,entoyment.co.uk,Entoyment Digital Gift Voucher,https://entoyment.co.uk/products/entoyment-gift-card?srsltid=AfmBOoq_ONjC2P2RPREv5XE8Tecw_QSOnxHRUTsCUDFNUHIm4xwFC_eF,Entoyment Digital Gift Voucher,100,5,Entoyment Wargaming and Hobby Centre. Entoyment Digital Gift Voucher. Entoyment Digital Gift Voucher. Regular price £10.00 GBP. Regular price Sale price £10.00 ...,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,epay.de,epay launches gift card solution for ABOUT YOU in Europe,https://epay.de/en/epay-introduces-gift-card-solution-for-about-you-in-europe/,epay launches gift card solution for ABOUT YOU in Europe,100,1,"Euronet unit epay introduces gift card solution for ABOUT YOU in Europe. ABOUT YOU. As a new growth booster for the fashion-tech start-up, the ...",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv
REVIEW,plausible_giftcard_but_needs_human_check,epivatesproastiakou.gr,Adelaide Zero Latency Gift Voucher ...,https://www.epivatesproastiakou.gr/product-similar-image/?7784769011110,Adelaide Zero Latency Gift Voucher ...,80,1,... Gift Voucher Overview ... adelaide zero latency gift voucher ... tech fleece shorts nike men&#039;s sportswear shorts ...,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,ergo-horeca.gr,Αγοράστε μία Δωροεπιταγή,https://ergo-horeca.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,85,2,"Εξοπλισμοί Κουζίνας, Bar, Cafe, Πιτσαρίας, Ζαχαροπλαστείου, Κρεοπωλείου ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή ...",data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,ersanails.com,Ersa Nails Gift Card,https://ersanails.com/products/ersa-nails-gift-card?srsltid=AfmBOoos23SPMxkmdkd4W1ye6XPxxhstlZy1_zTdo3OTR_STGD2F3HHA,Ersa Nails Gift Card,100,1,"Give the gift of flawless, trendy nails with the Ersa Nails E-Gift Card ... Greece (EUR€); Hong Kong SAR (HKD$); Hungary (HUFFt); Iceland (ISKkr); India (INR ...",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v3\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,escapeventure.com,Escape Room Gift Voucher for Magdeburg,https://www.escapeventure.com/en/escape-room-magdeburg-gift-voucher?srsltid=AfmBOopeZ_DKIUcxhCjJ508KUZUSfIA3kAI8dFzPFDbIwDXyDRbf3hnX,Escape Room Gift Voucher for Magdeburg,100,5,Escape Room Gift Voucher for Magdeburg · ⏱️ Digital in minutes · Flexible redemption · Valid for 3 years.,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,eshop.handospa.gr,"Buy a Gift Card | Hando Massage & Spa in Athens, Greece",https://eshop.handospa.gr/,"Buy a Gift Card | Hando Massage & Spa in Athens, Greece",85,3,valentines day massage gift card. Valentine's Gift Card. Couples Candle Massage (60 mins body massage & 10 mins head massage). 150 € / 70' session. Select ...,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,esncard.org,Zalando Gift Cards,https://www.esncard.org/discount/zalando-gift-cards,Zalando Gift Cards,100,4,"Zalando is Europe's leading online fashion and lifestyle platform, offering ... The €10-€15 gift card can be redeemed once, while the 10% discount applies each ...",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,etheras-toys.gr,Etheras,https://etheras-toys.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-etheras/?srsltid=AfmBOoql00OGH7cZaSMC_H0rBs2vHxsG-eGAbIfgcMCCPA902H5n-rGR,Δωροκάρτα Etheras,80,8,"Etheras Toys > Προϊόντα > Δωροκάρτα Etheras.. Δωροκάρτα Etheras. 15,00 € – 150,00 € Price range: 15,00 € through 150,00 €. Ποσό.",data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,etq-amsterdam.com,ETQ Amsterdam Gift Card - Virtual Gift Voucher,https://www.etq-amsterdam.com/products/gift-card,ETQ Amsterdam Gift Card - Virtual Gift Voucher,65,1,"Sneakers. Loafers Men. Loafers. Runners. Desert ... Greece, Hong Kong SAR, Hungary, Iceland, Ireland, Italy, Latvia, Liechtenstein ...",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v3\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,etsy.com,Ferry Boat Gift Voucher: Customizable Ticket (digital Product),https://www.etsy.com/ie/listing/4367110822/ferry-boat-gift-voucher-customizable,Ferry Boat Gift Voucher: Customizable Ticket (digital Product),100,1,May include: A ferry ride gift voucher ... Ferry Boat Gift Voucher: Customizable Ticket (Digital Product); Editable Instant Download ... Tickets to Greece Gift - ...,data\discovery\mass-harvest-v5\clean-v5.5\review.csv
REVIEW,plausible_giftcard_but_needs_human_check,eu.globebrand.com,Gift Card - Globe Europe,https://eu.globebrand.com/products/gift-card,Gift Card - Globe Europe,100,4,Shop All Clothing New Arrivals Sale Gift Card. APPAREL. CLOTHING. APPAREL. Shop ... Globe Europe. NEW ARRIVALS NEW ARRIVALS NEW PRODUCTS Shop All New Shop ...,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,eu.refybeauty.com,Gift Card - Digital,https://eu.refybeauty.com/products/gift-card-digital,Gift Card - Digital,100,4,"The REFY Digital Gift Card is the perfect present for any beauty lover. Straight to the recipient inbox to shop their REFY favourites any time, anywhere.",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,eu.thefrankieshop.com,Eu,https://eu.thefrankieshop.com/products/e-gift-card,E-Gift Card,100,4,... gift card purchases. ... Europe. Aland IslandsEUR. AlbaniaUSD. AndorraEUR. AustriaEUR. BelgiumEUR.,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,eu.upcirclebeauty.com,UpCircle Gift Card,https://eu.upcirclebeauty.com/products/gift-card,UpCircle Gift Card,100,4,Easy to order and you get the e-gift card instantly - great for presents! Review for UpCircle Beauty E-Gift Card - £10 from UpCircle Beauty.,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,europe.giftpay.com,GiftPay Gift Cards Europe | Instant Online eVouchers,https://europe.giftpay.com/,GiftPay Gift Cards Europe | Instant Online eVouchers,85,1,"Gifts are delivered to recipients via email in an instant. Recipients can then open their online gift card on any smartphone, tablet, laptop or desktop computer ...",data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv
REVIEW,plausible_giftcard_but_needs_human_check,europosters.gr,Europosters,https://europosters.gr,"Poster Team Gerry Calligraphy Illustration for Gift Card, Label ...",,1,"Wave2Bucket=HIGH_SAFE | Wave2Score=80 | Wave2Reasons=GIFT_TITLE | PURCHASE_SIGNAL | GREEK_DOMAIN | MULTI_QUERY | MULTI_HIT | Queries=site:.gr stationery ""gift card"" | site:.gr photography ""gift card"" | site:.gr λουλούδια ""gift card"" | Imported to DISCOVERED only; requires verification before production.",DB:DISCOVERED:cmt9y15uh000ipwiycaqh9fck
REVIEW,plausible_giftcard_but_needs_human_check,eventuria.travel,Easy Online Gift Vouchers | Eventuria.Travel,https://eventuria.travel/en/landing/9177/gift-voucher,Easy Online Gift Vouchers | Eventuria.Travel,100,4,"A gift voucher is more than a refined gesture. It's an invitation to a ... It's valid for concerts, sports, festivals and holidays in Romania or abroad.",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v2\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,evosmofood.gr,Αγοράστε μία Δωροεπιταγή,https://evosmofood.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,85,2,Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη. E-mail παραλήπτη. Το όνομα ...,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,ewelt-energie.de,Disorient Sunglasses Gift Voucher the Athens planter combines ...,https://ewelt-energie.de/?q=4071672411,Disorient Sunglasses Gift Voucher the Athens planter combines ...,80,1,Disorient Sunglasses Gift Voucher the Athens planter combines classicA subtle ... Tiny Honey Bee Studs - Gold Decor. US ...,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4\still-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,eworkshop.gr,Δωροκάρτα - Work Shop - Workshop,https://eworkshop.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα - Work Shop - Workshop,85,5,Δε μπορείτε να βρείτε το τέλειο δώρο; H δωροκάρτα WORKSHOP είναι το ιδανικό ΔΩΡΟ για κάθε περίσταση ... Smart Tools · Φαρμακεία · Φακοί · Εξειδικευμένα Αξεσουάρ.,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,expedtribe.com,Gift Voucher,https://expedtribe.com/en/gift-voucher/,Gift Voucher,100,5,Gift Voucher Gift your loved ones with a real adventure! Our vouchers are ... education · Snowshoeing · Igloo Adventure. Summer. Mountaineering · Courses and ...,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,ezliving-interiors.ie,EZ Living Gift Voucher,https://www.ezliving-interiors.ie/ez-living-gift-voucher,EZ Living Gift Voucher,100,5,... Gift Voucher Buy Gift Voucher. Buy a loved one a gift voucher from EZ Living ... furniture · Let's Get Social @ezlivinginteriors. €10 off your first order*.,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,facetheory.com,Facetheory Digital Gift Card,https://www.facetheory.com/en-gb/products/facetheory-gift-card?srsltid=AfmBOoosqd5zTK0gk_BbC5mV034BHa2nqIgzTx10lp7SJEuMUfmL8IYj,Facetheory Digital Gift Card,65,1,"Greece, Guernsey, Hong Kong SAR, Hungary, Iceland, Ireland, Isle of Man, Italy, Japan, Jersey, Latvia ... SKINCARE QUIZ. Find your best skincare routine. GET ...",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v3\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,faceyogaforall.gr,Κάρτα Δώρου Face Yoga €50,https://faceyogaforall.gr/product/%CE%BA%CE%AC%CF%81%CF%84%CE%B1-%CE%B4%CF%8E%CF%81%CE%BF%CF%85-face-yoga-e50/,Κάρτα Δώρου Face Yoga €50,85,6,"Κάρτα Δώρου Face Yoga €50 · Συμπληρώστε τα απαιτούμενα πεδία (αποστολέα, μήνυμα, email παραλήπτη), ολοκληρώστε την αγορά σας και η Gift Card θα σταλεί ...",data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,fairmont.com,Luxury Hotel & Spa Gift Cards,https://www.fairmont.com/en/gift-card.html,Luxury Hotel & Spa Gift Cards,100,4,"Give the gift of luxury with a Fairmont hotel gift card, redeemable worldwide for stays, dining, spa and golf ... Switzerland. Geneva - Grand Hotel Geneva ...",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\global-greece-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,fashion-arena.cz,Gift Card,https://www.fashion-arena.cz/en/gift-cards,Gift Card,100,4,"WHAT IS THE FASHION ARENA PRAGUE OUTLET GIFT CARD AND WHERE CAN I USE IT ? ... Zamenhofova 440, Štěrboholy, 108 00 Praha 10, Czech Republic +420 606 069 307.",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,fashionnoiz.com,Check here how much credits your Gift Card has left!,https://www.fashionnoiz.com/giftcards/buy,Check here how much credits your Gift Card has left!,100,3,You can optionally add the e-mail of the person you want your Gift Card to be sent and a personalized message for him. ... Kifisia. © fashionnoiz 2018 comodo- ...,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,fay.com,Gift Card | Fay,https://www.fay.com/gr-en/add-gift-card/,Gift Card | Fay,100,1,"HOW IS AN ORDER PAID WITH A GIFT CARD AND ANY ADDITIONAL PAYMENT METHOD, REFUNDED? ... Greece · Holland · Hungary · Iceland · Ireland · Italy · Latvia · Lithuania.",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,feelsilki.com,Gift Voucher,https://feelsilki.com/collections/gift-voucher?srsltid=AfmBOorZXHTAo6_LM0Ned2xmbXMz48o9l2OIqvI-soW4i0VO8TV9C9Oz,Gift Voucher,100,1,All Haircare · All Bodycare · The Mini Collection · Lip Care. Product Type ... Gift Voucher. Silki gift Card Choose options. Silki Gift Card Sale priceFrom R ...,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,femmefashion.gr,Αγοράστε μία Δωροεπιταγή - FemmeFashion,https://www.femmefashion.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - FemmeFashion,85,1,Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη.,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv
REVIEW,plausible_giftcard_but_needs_human_check,fenomilano.com,Δωροκάρτα (Gift card) - Δερμάτινα & Sneakers,https://fenomilano.com/product/giftcard/,Δωροκάρτα (Gift card) - Δερμάτινα & Sneakers,100,1,Ανδρικά Παπούτσια | Δερμάτινα & Sneakers – Fenomilano · 0Καλάθι · Ανδρικά Παπούτσια ... Κουπόνι 15% Έκπτωση! Fenomilano Β2Β · Δωροκάρτα (Gift card). ΧΡΗΣΙΜΕΣ ...,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,feraobscura.com,Tattoo gift card,https://feraobscura.com/en/products/tatuointilahjakortti-1,Tattoo gift card,80,1,Digital gift card. You will receive a gift card as an attachment to your email after ordering. The service is provided by your chosen tattoo artist (Fera ...,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4\still-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,ferkosfinejewelry.com,Ferko's Digital Gift Card,https://ferkosfinejewelry.com/products/gift-card-1?srsltid=AfmBOooyUTWKe1JqO6ZTb013BXNhZnM7n3l3Ni3Rt7TISVPbkYWALwT2,Ferko's Digital Gift Card,100,1,Ferko's Digital Gift Card: Experience luxury and quality by Ferko's Fine Jewelry. A must-have piece for refined taste. Buy now!,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
