"score","domain","merchant_name","possible_official_url","title","snippet","query"
"100","bloomingbaby.gr","Gift Cards - Bloomingbaby.gr","https://bloomingbaby.gr/product/gift-cards/","Gift Cards - Bloomingbaby.gr","... Baby, οι γονείς μπορούν να επιλέξουν ακριβώς αυτό που επιθυμούν ... Gift Card. Κάντε μία επιλογή, Bronze Card, Silver Card, Gold Card. Bronze Card. Silver ...","""baby"" ""gift card"" Greece"
"100","blueblue.gr","Gift Cards","https://blueblue.gr/shop/gift-cards","Gift Cards","Men's Swimwear · Beachwear · Accessories · Special Offer up to -70% OFF · Gift ... Gift Card 50. 0 Review. Gift Cards. 50,00 €. Free Shipping & Returns in Greece.","""swimwear"" ""gift card"" Greece"
"100","boots.com","Gift Cards & e-Cards","https://www.boots.com/gift/gift-cards?srsltid=AfmBOoqwEe4Q5_7rftgr_q0dgCAh7HlppqTrmEcaPPUO6-X3v9oum_dE","Gift Cards & e-Cards","Where can I buy a gift card or e-card? UK customers can purchase our gift cards online here or you can purchase them from our stores. Use the store locator ...","""UK"" beauty ""gift card"" official"
"100","box-box.gr","Gift cards - Box-Box","https://box-box.gr/gift-cards/","Gift cards - Box-Box","Shopper bags · Mini bags. Gift cards. HomeGift cards. BOX-BOX. e-Gift card ... Η δωροκάρτα Box-box είναι εύκολη! Απλώς επιλέξτε την αξία της κάρτας και οι ...","site:.gr ""bags"" ""δωροκάρτα"""
"100","brandedboxes.eu","Custom Gift Card Boxes in Ioannina, Greece | Retail | Branded Boxes","https://brandedboxes.eu/industries/retail/products/gift-card-boxes/greece/ioannina","Custom Gift Card Boxes in Ioannina, Greece | Retail | Branded Boxes","... Ioannina. Retail · Ioannina, Greece. Custom Gift Card Boxes in Ioannina, Greece. Premium gift card boxes delivered to Ioannina ... Restaurant gift voucher ...","""Ioannina"" ""gift voucher"""
"100","bravalingerie.com.au","Brava Lingerie Gift Voucher","https://www.bravalingerie.com.au/products/brava-lingerie-gift-voucher?srsltid=AfmBOoqGOSJdyNS2ST_Do4MFc1nSzlAExZ6Yh3qI2x25UfOXSdszfj3Q","Brava Lingerie Gift Voucher","Brava Lingerie Gift Voucher. Regular price Sale price $50.00.","""lingerie"" ""gift voucher"" Greece"
"100","britishcornershop.co.uk","£50 British Corner Shop Gift Voucher (0g)","https://www.britishcornershop.co.uk/50-pound-british-corner-shop-gift-voucher?srsltid=AfmBOoodH4n84onSBdlQmpkhsseo-JDT0PzfvjVQCW99AV_FooflBkoK","£50 British Corner Shop Gift Voucher (0g)","Gift voucher sent via email* If you think a friend or family member would ... British Food Supermarket. Menu. ×. All Categories. Shop Now. Branded Groceries.","""supermarket"" ""gift voucher"" Greece"
"100","brownthomas.com","The Brown Thomas Arnotts Gift Card","https://www.brownthomas.com/ni/gifts/gift-cards/","The Brown Thomas Arnotts Gift Card","A gift card displayed in an open black envelope with 'Brown Thomas' text, ... Ireland (EUR), Northern Ireland (GBP). Continue shopping. Privacy Preference ...","""Ireland"" beauty ""gift card"" official"
"100","budgettravel.ie","Budget Travel Gift Vouchers","https://www.budgettravel.ie/gift-vouchers","Budget Travel Gift Vouchers","Give the gift of travel with a Budget Travel gift voucher! Perfect for any ... Spain Back. Costa Del Sol · Benalmadena · Fuengirola · Malaga · Nerja ...","""Spain"" travel ""gift voucher"" official"
"100","business.giftcardstore.co.uk","Fashion Favourites Gift Card","https://business.giftcardstore.co.uk/Products/2212929","Fashion Favourites Gift Card - Gift Card Store","... Gift Card. Gift Card. CONTINUE SHOPPING > Gift Cards > Fashion Favourites Gift Card ... UK's top fashion brands, all in one stylish little card. Let them treat ...","""UK"" fashion ""gift card"" official"
"100","businessinsider.com","Geneva Offers Tourists Free Gift Cards for Hotels, Around ...","https://www.businessinsider.com/geneva-switzerland-tourists-free-gift-cards-hotels-restaurants-2020-8","Geneva Offers Tourists Free Gift Cards for Hotels, Around ...","The gift card can be used through December 31 of this year. geneva harbor fountain switzerland. French is the main language spoken in Geneva.","""Switzerland"" hotel ""gift card"" official"
"100","businesswire.com","Greece Gift Card and Incentive Card Market Intelligence ...","https://www.businesswire.com/news/home/20240415539994/en/Greece-Gift-Card-and-Incentive-Card-Market-Intelligence-and-Future-Dynamics-2024-Market-will-Increase-from-%24800-Billion-in-2023-to-Reach-%241.1-Billion-by-2028---ResearchAndMarkets.com","Greece Gift Card and Incentive Card Market Intelligence ...","Jewelry; Sporting Goods; Home & Kitchen Accessories & Appliances; Travel; Entertainment & Gaming; Other. Gift Card Spend by Retail Sector (Split ...","""jewelry"" ""gift card"" Greece"
"100","buysellvouchers.com","Buy Apple Gift Cards Greece","https://www.buysellvouchers.com/en/products/list/gift-cards-apple/GR/?srsltid=AfmBOoodLz4gEwUbt1wlM50lIg6h66zcvfoUrjk1prsyLR-t_yGBKnnL","Buy Apple Gift Cards Greece","Gaming Entertainment Retail Food Travel Prepaid Sport Electronics Home Beauty Ebooks Mobile Vcc Software Downloads All gift cards. Apple Gift Card Greece.","""electronics"" ""gift card"" Greece"
"100","cafe3sixty.co.uk","Gift Vouchers - Cafe 3 Sixty","https://cafe3sixty.co.uk/gift-vouchers/","Gift Vouchers - Cafe 3 Sixty","Gift VOUCHERS · Collection or by Post. You can collect your gift voucher in the cafe or we can post it to you, please select the relevant option below. · Timings.","""cafe"" ""gift voucher"" Greece"
"100","callistioia.com","Santorini Honeymoon Spa Gift Card","https://www.callistioia.com/gift-cardnewlywedsoia","Santorini Honeymoon Spa Gift Card","Surprise your loved ones with a Santorini honeymoon spa gift card. Treat them to a romantic sunset massage experience in Oia's serene setting.","""Santorini"" ""gift card"""
"100","caminomotorcyclewear.com.au","Camino Motorcycle Wear Gift Voucher","https://www.caminomotorcyclewear.com.au/products/camino-motorcycle-wear-gift-card?srsltid=AfmBOopPYUZ-PdXIwLoy4gTaz6aAVg68dIciz2pHhONCeUAOA7fdEUMs","Camino Motorcycle Wear Gift Voucher","Camino Motorcycle Wear Gift Voucher ; Denominations: $50.00 ; Small. True to size. Large ; Shop the range. Shop Protective Gear.","""motorcycle"" ""gift voucher"" Greece"
"100","canaves.com","Gift Card – Canaves Oia Santorini | Store","https://store.canaves.com/gift-card/","Gift Card – Canaves Oia Santorini | Store","Gift card confirmation will be sent to your email address. Terms ... Canaves Oia Resort.","""resort"" ""gift card"" Greece"
"100","candlejuice.gr","Δωροκάρτα CandleJuice Gift Card 100€","https://candlejuice.gr/product/dorokarta-candlejuice-gift-card-100e/","Δωροκάρτα CandleJuice Gift Card 100€","Κατάλληλη για lovers του home fragrance & cosy decor; Άμεση και γρήγορη αποστολή με online αγορές. Η Δωροκάρτα CandleJuice Gift Card 100€ επιτρέπει στον ...","site:.gr ""decor"" ""δωροκάρτα"""
"100","capri.org.au","Buy a Gift Voucher","https://capri.org.au/buy-a-gift-voucher/","Buy a Gift Voucher","The Capri is an independent not-for-profit cinema run by a network of generous volunteers. ... Gift Voucher · Contact · Events · History of the Capri · News · Our ...","""cinema"" ""gift voucher"" Greece"
"100","caprioscaswimwear.com.au","Gift Card | Gift Voucher","https://www.caprioscaswimwear.com.au/products/gift-card","Gift Card | Gift Voucher","Shopping for someone else but not sure what to give them? Give them the gift of choice with a Capriosca Swimwear Australia gift card.","""swimwear"" ""gift voucher"" Greece"
"100","cardfly.net","MANGO Greece Gift Card | EUR - CardFly","https://cardfly.net/gift-cards/mango/greece","MANGO Greece Gift Card | EUR - CardFly","Because typing card details twice is nobody's hobby. Download onApp ... gift voucher code.</p> <p>If the order value is lower than the voucher value ...","""hobby"" ""gift voucher"" Greece"
"100","cardtonic.com","Top 7 Most Common Gift Cards You Can Buy In Greece","https://cardtonic.com/read/gift-cards-in-greece","Top 7 Most Common Gift Cards You Can Buy In Greece","Top 7 Types of Gift Cards In Greece In 2026 · 1. Amazon Gift Card · 2. Google Play Gift Card · 3. PlayStation Gift Cards · 4. IKEA Gift Cards · 5. Steam Gift Card · 6 ...","""gift card"" Greece"
"100","carolinerandell.co.uk","Gift Card","https://www.carolinerandell.co.uk/products/gift-card?srsltid=AfmBOooPo9Pgvf-dCPcRxzbyZ9zFKvEVPwq8iyoRWbuQ98w0vRfnqmPb","Gift Card","Our gift cards are incredibly popular and make such a wonderful gift - your loved one can have all the fun of selecting something so special.","""lingerie"" ""gift voucher"" Greece"
"100","carvlondon.com","Luxury Leather Gift Voucher | Handmade Gifts by CARV, UK","https://www.carvlondon.com/products/gift-voucher?srsltid=AfmBOorRLy_eMP-7jM3eN9fmHP5dxuuqjSCJSRVBMW3FN-5LYJ8ucMiM","Luxury Leather Gift Voucher | Handmade Gifts by CARV, UK","Give the gift of timeless UK craftsmanship with a leather gift voucher from CARV. Perfect for fathers, mothers, or loved ones. Shop now for digital options.","""leather"" ""gift voucher"" Greece"
"100","carwerkz.com","Gift Voucher Products - CarWerkz.com","https://www.carwerkz.com/collections/gift-voucher-products","Gift Voucher Products - CarWerkz.com","Car Accessories · 3D Car Mat · Car Decal · Mobile Phone Accessories ... Gift Voucher Products. Filter. 133 Results. Sort: Alphabetically ...","""car accessories"" ""gift voucher"" Greece"
